`mesh_descriptor_uid`,`name`,`annotation`,`created_at`,`updated_at`,`deleted`
D033501,Crangonidae,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D033521,Palinuridae,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D033541,Palaemonidae,note X ref PALAEMONID SHRIMP: several other shrimp terms are available; check text and MeSH; unspecified shrimp as food is probably PENAEIDAE,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D033542,Pandalidae,note X ref PANDALID SHRIMP: several other shrimp termsare available; check text and MeSH; unspecified shrimp as food is probably PENAEIDAE,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D033561,Penaeidae,as animal & food; as food coord IM with SHELLFISH (IM); unspecified shrimp as food probably goes here but note several other shrimp terms in MeSH,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D033581,Stem Cell Transplantation,general or unspecified only: prefer specifics or /transpl with specific type of stem cell,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D033601,Gordonia Bacterium,infection: coord IM with ACTINOMYCETALES INFECTIONS (IM),2010-01-01 00:00:00,2010-01-01 00:00:00,0
D033621,Tephritidae,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D033622,Ceratitis capitata,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D033641,Millettia,X ref PONGAMIA PINNATA: Pongamia unspecified: PONGAMIA see FABACEAE is available; coord with specific PLANT STRUCTURES term if pertinent; for use in therapy coord IM with PHYTOTHERAPY (IM) + disease/drug ther (IM) + PLANT PREPARATIONS or its indentations/ther use (IM or NIM) + specific plant chemical /ther use (IM) if pertinent; Manual 26.29,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D033661,Oocysts,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D033681,Mitochondrial Membrane Transport Proteins,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D033701,"Nucleobase, Nucleoside, Nucleotide, and Nucleic Acid Transport Proteins",GEN only; prefer specifics,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D033702,Nucleobase Transport Proteins,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D033703,Nucleoside Transport Proteins,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D033704,Nucleotide Transport Proteins,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D033705,Equilibrative Nucleoside Transport Proteins,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D033721,Equilibrative Nucleoside Transporter 1,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D033722,Equilibrative-Nucleoside Transporter 2,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D033741,Adenine Nucleotide Translocator 1,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D033742,Adenine Nucleotide Translocator 2,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D033761,"Spores, Protozoan","sporulation: coord organism /physiol (IM) + SPORES, PROTOZOAN (NIM); Manual 23.31",2010-01-01 00:00:00,2010-01-01 00:00:00,0
D033781,Adenine Nucleotide Translocator 3,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D033862,Iron-Binding Proteins,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D033863,Transferrin-Binding Proteins,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D033881,Transferrin-Binding Protein A,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D033882,Transferrin-Binding Protein B,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D033901,Bacterial Transferrin Receptor Complex,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D033902,Periplasmic Binding Proteins,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D033903,Periplasmic Proteins,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D033921,Vesicular Transport Proteins,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D033922,Clathrin Heavy Chains,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D033941,Clathrin Light Chains,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D033942,"Adaptor Proteins, Vesicular Transport",,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D033961,Adaptor Protein Complex 1,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D033962,Adaptor Protein Complex 2,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D033963,Adaptor Protein Complex 3,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D033964,Adaptor Protein Complex 4,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D033965,Adaptor Protein Complex alpha Subunits,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D033966,Adaptor Protein Complex beta Subunits,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D033981,Adaptor Protein Complex delta Subunits,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D033982,Adaptor Protein Complex gamma Subunits,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D033983,Adaptor Protein Complex mu Subunits,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034001,Adaptor Protein Complex Subunits,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034002,Adaptor Protein Complex sigma Subunits,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034021,Auxilins,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034041,Monomeric Clathrin Assembly Proteins,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034061,Thrombopoiesis,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034062,"Insomnia, Fatal Familial",,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034081,"Wasting Disease, Chronic",,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034101,Sporozoites,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034121,Reproductive Health Services,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034141,Hypoalbuminemia,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034161,Pelvic Infection,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034181,Epimedium,coord with specific PLANT STRUCTURES term if pertinent; for use in therapy coord IM with PHYTOTHERAPY (IM) + disease/drug ther (IM) + PLANT PREPARATIONS or its indentations/ther use (IM or NIM) + specific plant chemical /ther use (IM) if pertinent; Manual 26.29,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034182,Cuscuta,coord with specific PLANT STRUCTURES term if pertinent; for use in therapy coord IM with PHYTOTHERAPY (IM) + disease/drug ther (IM) + PLANT PREPARATIONS or its indentations/ther use (IM or NIM) + specific plant chemical /ther use (IM) if pertinent; Manual 26.29,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034201,"Computers, Handheld",,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034221,Moritella,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034241,Alteromonadaceae,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034242,Cyclooctanes,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034261,Epothilones,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034281,Dynamins,GEN: prefer specifics; see SCR for organism-specific dynamins,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034284,Dynamin I,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034285,Dynamin II,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034286,Dynamin III,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034301,Deinococcus,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034321,Hyperamylasemia,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034341,Aristolochic Acids,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034361,Streptococcus mitis,infection: coord IM with STREPTOCOCCAL INFECTIONS (IM),2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034362,Striga,coord with specific PLANT STRUCTURES term if pertinent; for use in therapy coord IM with PHYTOTHERAPY (IM) + disease/drug ther (IM) + PLANT PREPARATIONS or its indentations/ther use (IM or NIM) + specific plant chemical /ther use (IM) if pertinent; Manual 26.29,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034363,Viridans Streptococci,infection: coord IM with STREPTOCOCCAL INFECTIONS (IM),2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034364,Streptococcus milleri Group,infection: coord IM with STREPTOCOCCAL INFECTIONS (IM),2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034365,Streptococcus constellatus,infection: coord IM with STREPTOCOCCAL INFECTIONS (IM),2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034366,Streptococcus anginosus,infection: coord IM with STREPTOCOCCAL INFECTIONS (IM),2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034367,Streptococcus intermedius,infection: coord IM with STREPTOCOCCAL INFECTIONS (IM),2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034381,Hearing Loss,GEN or unspecified; prefer specifics,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034401,Ulmaceae,prefer specific plant;  coord with specific PLANT STRUCTURES term if pertinent; for use in therapy coord IM with PHYTOTHERAPY (IM) + disease/drug ther (IM) + PLANT PREPARATIONS or its indentations/ther use (IM or NIM) + specific plant chemical /ther use (IM) if pertinent; Manual 26.29,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034402,Trema,coord with specific PLANT STRUCTURES term if pertinent; for use in therapy coord IM with PHYTOTHERAPY (IM) + disease/drug ther (IM) + PLANT PREPARATIONS or its indentations/ther use (IM or NIM) + specific plant chemical /ther use (IM) if pertinent; Manual 26.29,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034403,Ulmus,coord with specific PLANT STRUCTURES term if pertinent; for use in therapy coord IM with PHYTOTHERAPY (IM) + disease/drug ther (IM) + PLANT PREPARATIONS or its indentations/ther use (IM or NIM) + specific plant chemical /ther use (IM) if pertinent; Manual 26.29,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034421,Sus scrofa,only Sus scrofa; index other species or unspecified swine or pigs under SWINE,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034441,Heterogeneous-Nuclear Ribonucleoproteins,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034442,N-substituted Glycines,GEN; prefer specifics,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034443,RNA Transport,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034444,Peptoids,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034445,Ovulation Inhibition,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034461,Luteinization,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034462,Dissent and Disputes,do not use for dissent by one author from the opinion of another,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034481,Heterogeneous-Nuclear Ribonucleoprotein Group A-B,see SCR for specific hnRNP entries,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034482,Heterogeneous-Nuclear Ribonucleoprotein Group C,see SCR for specific hnRNP entries,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034501,Telomere-Binding Proteins,coordinate with MITOCHONDRIAL PROTEINS (IM) if from MITOCHONDRIA; see SCR for specific terms,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034502,Heterogeneous-Nuclear Ribonucleoprotein D,see SCR for specific hnRNP entries,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034521,Nuclear Matrix-Associated Proteins,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034541,Heterogeneous-Nuclear Ribonucleoprotein Group F-H,see SCR for specific hnRNP entries,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034561,"Sheep, Domestic","sheep unspecified goes under SHEEP; SHEEP, BIGHORN is also available",2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034581,"Sheep, Bighorn",,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034582,Integumentary System,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034621,Hares,do not confuse with BELGIAN HARE see RABBITS,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034622,RNA Interference,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034641,Heterogeneous-Nuclear Ribonucleoprotein K,see SCR for specific hnRNP entries,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034664,Heterogeneous-Nuclear Ribonucleoprotein L,see SCR for specific hnRNP entries,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034681,Bacopa,coord with specific PLANT STRUCTURES term if pertinent; for use in therapy coord IM with PHYTOTHERAPY (IM) + disease/drug ther (IM) + PLANT PREPARATIONS or its indentations/ther use (IM or NIM) + specific plant chemical /ther use (IM) if pertinent; Manual 26.29,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034682,Church of Jesus Christ of Latter-day Saints,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034701,"Mastocytosis, Cutaneous",MACULOPAPULAR CUTANEOUS MASTOCYTOSIS see URTICARIA PIGMENTOSA is also available,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034702,RNA-Binding Protein FUS,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034721,"Mastocytosis, Systemic",,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034722,Heterogeneous-Nuclear Ribonucleoprotein U,see SCR for specific hnRNP entries,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034723,Double Effect Principle,note category; use only in the context of ethics,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034741,"RNA, Small Interfering","Do not confuse with defective interfering RNA (diRNA), a viral RNA of DEFECTIVE VIRUSES.",2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034742,Electronic Mail,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034743,RNA-Induced Silencing Complex,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034761,Heterogeneous-Nuclear Ribonucleoprotein Group M,see SCR for specific hnRNP entries,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034762,Celosia,"X ref COCKSCOMB, COMMON: COCKSCOMB, GREEN see SEDUM is also available; coord with specific PLANT STRUCTURES term if pertinent; for use in therapy coord IM with PHYTOTHERAPY (IM) + disease/drug ther (IM) + PLANT PREPARATIONS or its indentations/ther use (IM or NIM) + specific plant chemical /ther use (IM) if pertinent; Manual 26.29",2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034781,"Receptors, N-Acetylglucosamine",,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034801,Mastocytoma,"unifocal lesion only; multi-focal lesions use MASTOCYTOSIS, CUTANEOUS or MASTOCYTOSIS, SYSTEMIC; MASTOCYTOMA, SKIN is also available",2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034802,RNA-Binding Protein EWS,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034821,Commelinaceae,prefer specific plant;  coord with specific PLANT STRUCTURES term if pertinent; for use in therapy coord IM with PHYTOTHERAPY (IM) + disease/drug ther (IM) + PLANT PREPARATIONS or its indentations/ther use (IM or NIM) + specific plant chemical /ther use (IM) if pertinent; Manual 26.29,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034822,Commelina,coord with specific PLANT STRUCTURES term if pertinent; for use in therapy coord IM with PHYTOTHERAPY (IM) + disease/drug ther (IM) + PLANT PREPARATIONS or its indentations/ther use (IM or NIM) + specific plant chemical /ther use (IM) if pertinent; Manual 26.29,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034823,Tradescantia,coord with specific PLANT STRUCTURES term if pertinent; for use in therapy coord IM with PHYTOTHERAPY (IM) + disease/drug ther (IM) + PLANT PREPARATIONS or its indentations/ther use (IM or NIM) + specific plant chemical /ther use (IM) if pertinent; Manual 26.29,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034841,Abdominal Cavity,"prefer specifics; ABDOMEN is also available, use author's language",2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034861,Abdominal Wall,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034881,Nuclear Lamina,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034882,Lamins,see SCR for organism-specific lamins,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034901,Alismataceae,prefer specific plant;  coord with specific PLANT STRUCTURES term if pertinent; for use in therapy coord IM with PHYTOTHERAPY (IM) + disease/drug ther (IM) + PLANT PREPARATIONS or its indentations/ther use (IM or NIM) + specific plant chemical /ther use (IM) if pertinent; Manual 26.29,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034902,Alisma,coord with specific PLANT STRUCTURES term if pertinent; for use in therapy coord IM with PHYTOTHERAPY (IM) + disease/drug ther (IM) + PLANT PREPARATIONS or its indentations/ther use (IM or NIM) + specific plant chemical /ther use (IM) if pertinent; Manual 26.29,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034903,Sagittaria,coord with specific PLANT STRUCTURES term if pertinent; for use in therapy coord IM with PHYTOTHERAPY (IM) + disease/drug ther (IM) + PLANT PREPARATIONS or its indentations/ther use (IM or NIM) + specific plant chemical /ther use (IM) if pertinent; Manual 26.29,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034904,Lamin Type A,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034921,Lamin Type B,see SCR for specific lamins,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034941,Upper Extremity,"prefer specifics; Manual 21.58: table of human, primate & non-primate extremities",2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034961,"Antigens, Nuclear",coord NIM with specific antigen/organism heading (IM),2010-01-01 00:00:00,2010-01-01 00:00:00,0
D034982,Integration Host Factors,see SCR for organism-specific terms,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D035001,Host Factor 1 Protein,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D035002,Lower Extremity,"prefer specifics; Manual 21.58: table of human, primate & non-primate extremities",2010-01-01 00:00:00,2010-01-01 00:00:00,0
D035021,Factor For Inversion Stimulation Protein,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D035041,Anonymous Testing,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D035061,Control Groups,do not use routinely for the presence of control groups in a study design; reserve for discussions about control groups.,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D035081,Editorial Policies,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D035082,Federal Government,"not restricted to the U.S.; use when legislation or regulation at the national, as opposed to the state, provincial, or local level, is under discussion; specify country",2010-01-01 00:00:00,2010-01-01 00:00:00,0
D035141,Voluntary Programs,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D035161,Bombacaceae,prefer specific plant;  coord with specific PLANT STRUCTURES term if pertinent; for use in therapy coord IM with PHYTOTHERAPY (IM) + disease/drug ther (IM) + PLANT PREPARATIONS or its indentations/ther use (IM or NIM) + specific plant chemical /ther use (IM) if pertinent; Manual 26.29,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D035162,Adansonia,coord with specific PLANT STRUCTURES term if pertinent; for use in therapy coord IM with PHYTOTHERAPY (IM) + disease/drug ther (IM) + PLANT PREPARATIONS or its indentations/ther use (IM or NIM) + specific plant chemical /ther use (IM) if pertinent; Manual 26.29,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D035163,Bombax,coord with specific PLANT STRUCTURES term if pertinent; for use in therapy coord IM with PHYTOTHERAPY (IM) + disease/drug ther (IM) + PLANT PREPARATIONS or its indentations/ther use (IM or NIM) + specific plant chemical /ther use (IM) if pertinent; Manual 26.29,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D035164,Ceiba,coord with specific PLANT STRUCTURES term if pertinent; for use in therapy coord IM with PHYTOTHERAPY (IM) + disease/drug ther (IM) + PLANT PREPARATIONS or its indentations/ther use (IM or NIM) + specific plant chemical /ther use (IM) if pertinent; Manual 26.29,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D035165,"Transcription Factors, General",,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D035181,TATA-Box Binding Protein,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D035182,TATA Box Binding Protein-Like Proteins,X ref TBP-RELATED FACTOR: see SCR for organism-specific TBP-related factors,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D035201,Brachiaria,coord with specific PLANT STRUCTURES term if pertinent; for use in therapy coord IM with PHYTOTHERAPY (IM) + disease/drug ther (IM) + PLANT PREPARATIONS or its indentations/ther use (IM or NIM) + specific plant chemical /ther use (IM) if pertinent; Manual 26.29,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D035261,"Plant Components, Aerial",coord with specific plant,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D035262,"Cranial Fossa, Anterior",NIM when merely locational; neopl: coord IM with SKULL BASE NEOPLASMS (IM),2010-01-01 00:00:00,2010-01-01 00:00:00,0
D035263,Flowering Tops,coord with specific plant,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D035264,Flowers,coordinate with specific plant,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D035281,Plant Tubers,coord with specific plant,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D035301,"Cranial Fossa, Middle",NIM when merely locational; neopl: coord IM with SKULL BASE NEOPLASMS (IM),2010-01-01 00:00:00,2010-01-01 00:00:00,0
D035321,Telomeric Repeat Binding Protein 1,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D035322,Melastomataceae,coord with specific PLANT STRUCTURES term if pertinent; for use in therapy coord IM with PHYTOTHERAPY (IM) + disease/drug ther (IM) + PLANT PREPARATIONS or its indentations/ther use (IM or NIM) + specific plant chemical /ther use (IM) if pertinent; Manual 26.29,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D035341,Telomeric Repeat Binding Protein 2,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D035361,Transcription Factor TFIIIB,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D035362,Transcription Factor TFIID,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D035381,TATA-Binding Protein Associated Factors,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D035401,Conyza,coord with specific PLANT STRUCTURES term if pertinent; for use in therapy coord IM with PHYTOTHERAPY (IM) + disease/drug ther (IM) + PLANT PREPARATIONS or its indentations/ther use (IM or NIM) + specific plant chemical /ther use (IM) if pertinent; Manual 26.29,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D035421,Parotid Region,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D035422,Pleural Cavity,PLEURA is also available,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D035423,Thoracic Cavity,prefer specifics,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D035441,Thoracic Wall,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D035462,Holarrhena,coord with specific PLANT STRUCTURES term if pertinent; for use in therapy coord IM with PHYTOTHERAPY (IM) + disease/drug ther (IM) + PLANT PREPARATIONS or its indentations/ther use (IM or NIM) + specific plant chemical /ther use (IM) if pertinent; Manual 26.29,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D035463,Pol1 Transcription Initiation Complex Proteins,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D035481,Retrospective Moral Judgment,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D035501,Uncertainty,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D035502,Trust,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D035503,Sociobiology,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D035521,Supreme Court Decisions,US only; for supreme courts of other nations use JURISPRUDENCE,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D035561,Transcription Factor TFIIA,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D035581,Transcription Factor TFIIB,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D035582,Transcription Factor TFIIIA,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D035583,Rare Diseases,coord with specific disease; index only when discussed as rare disease,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D035602,Transcriptional Elongation Factors,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D035621,Secularism,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D035622,Parental Notification,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D035641,Chest Wall Oscillation,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D035642,Whistleblowing,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D035661,Animal Care Committees,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D035681,Adiantum,coord with specific PLANT STRUCTURES term if pertinent; for use in therapy coord IM with PHYTOTHERAPY (IM) + disease/drug ther (IM) + PLANT PREPARATIONS or its indentations/ther use (IM or NIM) + specific plant chemical /ther use (IM) if pertinent; Manual 26.29,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D035682,Gnetophyta,coord with specific PLANT STRUCTURES term if pertinent; for use in therapy coord IM with PHYTOTHERAPY (IM) + disease/drug ther (IM) + PLANT PREPARATIONS or its indentations/ther use (IM or NIM) + specific plant chemical /ther use (IM) if pertinent; Manual 26.29,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D035683,MicroRNAs,,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D035684,Gnetum,coord with specific PLANT STRUCTURES term if pertinent; for use in therapy coord IM with PHYTOTHERAPY (IM) + disease/drug ther (IM) + PLANT PREPARATIONS or its indentations/ther use (IM or NIM) + specific plant chemical /ther use (IM) if pertinent; Manual 26.29,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D035685,Andrographis,coord with specific PLANT STRUCTURES term if pertinent; for use in therapy coord IM with PHYTOTHERAPY (IM) + disease/drug ther (IM) + PLANT PREPARATIONS or its indentations/ther use (IM or NIM) + specific plant chemical /ther use (IM) if pertinent; Manual 26.29,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D035701,Eurycoma,coord with specific PLANT STRUCTURES term if pertinent; for use in therapy coord IM with PHYTOTHERAPY (IM) + disease/drug ther (IM) + PLANT PREPARATIONS or its indentations/ther use (IM or NIM) + specific plant chemical /ther use (IM) if pertinent; Manual 26.29,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D035702,Cecropia Plant,coord with specific PLANT STRUCTURES term if pertinent; for use in therapy coord IM with PHYTOTHERAPY (IM) + disease/drug ther (IM) + PLANT PREPARATIONS or its indentations/ther use (IM or NIM) + specific plant chemical /ther use (IM) if pertinent; Manual 26.29,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D035703,"Therapies, Investigational",,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D035704,Molluginaceae,coord with specific PLANT STRUCTURES term if pertinent; for use in therapy coord IM with PHYTOTHERAPY (IM) + disease/drug ther (IM) + PLANT PREPARATIONS or its indentations/ther use (IM or NIM) + specific plant chemical /ther use (IM) if pertinent; Manual 26.29,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D035721,Pterocarpus,coord with specific PLANT STRUCTURES term if pertinent; for use in therapy coord IM with PHYTOTHERAPY (IM) + disease/drug ther (IM) + PLANT PREPARATIONS or its indentations/ther use (IM or NIM) + specific plant chemical /ther use (IM) if pertinent; Manual 26.29,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D035722,Aizoaceae,prefer specific plant;  coord with specific PLANT STRUCTURES term if pertinent; for use in therapy coord IM with PHYTOTHERAPY (IM) + disease/drug ther (IM) + PLANT PREPARATIONS or its indentations/ther use (IM or NIM) + specific plant chemical /ther use (IM) if pertinent; Manual 26.29,2010-01-01 00:00:00,2010-01-01 00:00:00,0
