`mesh_descriptor_uid`,`previous_indexing`,`mesh_previous_indexing_id`
D026503,"Receptors, Endogenous Substances (1981-1993)",10347
D026541,"Antigens, Surface (1986-1988)",10348
D026561,"Antigens, Surface (1984-1988)",10349
D026563,Carrier Proteins (1992-2001),10350
D026581,Aspartic Acid (1984-2001),10351
D026601,Protein Methyltransferases (1984-2001),10352
D026602,Neurons (1992-2001),10353
D026603,Aspartic Acid (1966-2001),10354
D026661,Clinical Trials (1991-2001),10355
D026681,Pyridoxine Deficiency (1963-2001),10356
D026683,Public Policy (1981-2001),10357
D026684,Freedom (1974-2001),10358
D026686,Altruism (1974-2001),10359
D026688,Bioethics (1974-2001),10360
D026689,Ethics (1979-2001),10361
D026690,"Ethics, Medical (1992-2001)",10362
D026712,Quality of Life (1976-2001),10363
D026721,"RNA Processing, Post-Transcriptional (1984-2001)",10364
D026723,Poly A/metabolism (1975-2001),10365
D026724,Ethics (1979-2001),10366
D026761,Physical Therapy Techniques (1963-2001),10367
D026762,Geminiviridae (1994-2001),10368
D026781,"Plants, Toxic (1997-2001)",10369
D026801,Chromosome Mapping (1971-2001),10370
D026822,Ethics (1979-2001),10371
D026861,Ticks (1964-2001),10372
D026862,Ticks (1964-2001),10373
D026863,Ticks (1965-2001),10374
D026864,Ticks (1965-2001),10375
D026881,Acupuncture Therapy/trends (1978-2001),10376
D026882,Chiropractic (1992-1998),10377
D026901,Biological Transport (1966-2001),10378
D026902,Ion Channels (1980-1988),10379
D026905,Carrier Proteins (1987-2001),10380
D026921,Carrier Proteins (1992-2001),10381
D026922,Carrier Proteins (1981-2001),10382
D026923,Carrier Proteins (1992-2001),10383
D026924,Carrier Proteins (2000-2001),10384
D026941,Ion Channels (1982-1988),10385
D026942,DNA Topoisomerase (1977-2001),10386
D026962,Amino Acids/metabolism (1980-2001),10387
D027024,DNA Topoisomerase (1977-2001),10388
D027025,DNA Topoisomerase (1978-2001),10389
D027041,Mutation (1981-2001),10390
D027061,DNA Topoisomerase (ATP-Hydrolysing) (1979-2001),10391
D027062,Amino Acids/metabolism (1976-2001),10392
D027081,DNA Topoisomerases (1977-1978),10393
D027101,DNA Topoisomerase (1990-1995),10394
D027182,Amino Acids/metabolism (1975-2001),10395
D027201,Carrier Proteins (1992-2001),10396
D027202,Carrier Proteins (1996-2001),10397
D027241,Amino Acids/metabolism (1992-2001),10398
D027261,"Antigens, CD (1996-2001)",10399
D027282,"Antigens, CD (1996-2001)",10400
D027283,Carrier Proteins (1999-2001),10401
D027301,"Antigens, CD (1996-2001)",10402
D027321,Carrier Proteins (1980-2001),10403
D027322,ABC Transporters (1996-2001),10404
D027341,ABC Transporters (1996-2001),10405
D027342,ABC Transporters (1996-2001),10406
D027361,Carrier Proteins (1980-2001),10407
D027362,Carrier Proteins (1997-2001),10408
D027381,Carrier Proteins (1999-2001),10409
D027384,Retroviridae Proteins (1986-1989),10410
D027421,Lauraceae (1998-2001),10411
D027423,Lauraceae (1996-2001),10412
D027424,Lauraceae (1996-2001),10413
D027425,P-Glycoprotein (1987-2001),10414
D027442,Lauraceae (1998-2001),10415
D027461,Chenopodiaceae (1998-2001),10416
D027463,Chenopodiaceae (1998-2001),10417
D027501,Carrier Proteins (1991-2001),10418
D027521,Phytotherapy (1969-2001),10419
D027522,"Plants, Medicinal (1966-2001)",10420
D027523,"Plants, Medicinal (1969-2001)",10421
D027541,Flavoring Agents (1966-2001),10422
D027542,"Plants, Medicinal (1967-2001)",10423
D027543,"Plants, Medicinal (1966-2001)",10424
D027544,"Plants, Medicinal (1966-2001)",10425
D027561,"Medicine, Chinese Traditional (1977-2001)",10426
D027581,Cannabis (1978-2001),10427
D027582,Beer (1974-2001),10428
D027601,DNA Virus Infections (1992-2001),10429
D027602,DNA-Binding Proteins (1987-2001),10430
D027622,Liliaceae (1996-2001),10431
D027623,Liliaceae (1998-2001),10432
D027641,Laughter (1965-2001),10433
D027682,Ion Pumps (1992-2001),10434
D027701,Ion Pumps (1992-2001),10435
D027702,Carrier Proteins (1995-2001),10436
D027721,Amaranth Dye (1988-2001),10437
D027723,Solanaceae (1998-2001),10438
D027724,Fertilization in Vitro (1989-2001),10439
D027742,Liliaceae (1998-2001),10440
D027744,"Plants, Medicinal (1968-2001)",10441
D027761,Liliaceae (1998-2001),10442
D027762,Liliaceae (1998-2001),10443
D027781,Allium (1998-2001),10444
D027782,Allium (1998-2001),10445
D027801,"Plants, Medicinal (1965-2001)",10446
D027802,"Plants, Medicinal (1978-2001)",10447
D027805,Fabaceae (1978-2001),10448
D027806,Fabaceae (1978-2001),10449
D027807,Fabaceae (1978-2001),10450
D027821,"Plants, Medicinal (1966-2001)",10451
D027822,"Plants, Medicinal (1968-2001)",10452
D027823,"Plants, Medicinal (1968-2001)",10453
D027824,"Plants, Medicinal (1966-2001)",10454
D027825,Rosales (1988-2001),10455
D027826,Rosales (1998-2001),10456
D027841,Rosales (1998-2001),10457
D027842,Rosales (1998-2001),10458
D027843,Rosales (1998-2001),10459
D027844,"Plants, Medicinal (1966-2001)",10460
D027845,Rosales (1998-2001),10461
D027847,DNA Topoisomerase (1984-2001),10462
D027861,Rosales (1998-2001),10463
D027881,"Plants, Medicinal (1969-2001)",10464
D027882,"Plants, Medicinal (1966-2001)",10465
D027885,"Medicine, Chinese Traditional (1983-2001)",10466
D027902,"Plants, Medicinal (1968-2001)",10467
D027921,DNA Topoisomerase (ATP-Hydrolysing) (1984-1989),10468
D027923,Lectins (1969-2001),10469
D027924,Protein Synthesis Inhibitors (1999-2001),10470
D027925,Plants (1966-2001),10471
D027927,Nuts (1972-2001),10472
D027961,Antiporters (1994-2001),10473
D027963,Antiporters (1994-2001),10474
D027981,Carrier Proteins (1981-2001),10475
D027982,Carrier Proteins (1986-2001),10476
D028001,Plant Extracts (1987-2001),10477
D028002,"Plants, Medicinal (1983-2001)",10478
D028021,Carrier Proteins (1984-2001),10479
D028022,Lasers/therapeutic use (1983-2001),10480
D028024,"Plants, Medicinal (1969-2001)",10481
D028041,"Plants, Medicinal (1967-2001)",10482
D028042,Anise (2001-2002),10483
D028044,Carrier Proteins (1980-2001),10484
D028061,Carrier Proteins (1991-2001),10485
D028081,Carrier Proteins (1991-2001),10486
D028084,Theales (1999-2001),10487
D028101,Papaver (1998-2001),10488
D028121,Avipoxvirus (1994-2001),10489
D028142,"Plants, Medicinal (1966-2001)",10490
D028143,"Plants, Medicinal (1966-2001)",10491
D028144,Podophyllum (1985-2001),10492
D028145,"Plants, Medicinal (1967-2001)",10493
D028162,Valerian (1986-2001),10494
D028163,Viscum (1965-2001),10495
D028181,Mistletoe (1963-2001),10496
D028182,Viscum (1963-2001),10497
D028183,Mistletoe (1963-2001),10498
D028184,Viscum (1963-2001),10499
D028201,Plants (1965-2001),10500
D028202,Trees (1966-2001),10501
D028203,Trees (1965-2001),10502
D028221,Trees (1965-2001),10503
D028222,Trees (1965-2001),10504
D028223,Trees (1965-2001),10505
D028224,Trees (1965-2001),10506
D028226,Amyloidosis (1966-2001),10507
D028227,Amyloid Neuropathies (1994-2001),10508
D028241,Theales (1999-2001),10509
D028242,Theales (1999-2001),10510
D028243,Amyloidosis (1974-1991),10511
D028244,Theales (1999-2001),10512
D028281,Papaver (1998-2001),10513
D028301,DNA Viruses (1970-1974),10514
D028322,Peptides (1984-2001),10515
D028323,Parvoviridae (1973-1993),10516
D028341,Inhibin (1986-2001),10517
D028361,Mitochondria (1987-2001),10518
D028421,Dinoprost (1992-2001),10519
D028441,Arachidonic Acids (1994-1996),10520
D028461,"Plants, Medicinal (1971-2001)",10521
D028462,Cucurbitaceae (1996-2001),10522
D028463,Melons (1995-2001),10523
D028464,Cucurbitaceae (1998-2001),10524
D028481,Euphorbiaceae (1998-2001),10525
D028482,Euphorbiaceae (1998-2001),10526
D028483,Malvaceae (1996-2001),10527
D028501,Malvaceae (1996-2001),10528
D028502,Polygonaceae (1998-2001),10529
D028503,Rubiaceae (1999-2001),10530
D028521,Zingiberales (1998-2001),10531
D028522,Zingiberales (1998-2001),10532
D028523,Zingiberales (1998-2001),10533
D028524,Apiaceae (1998-2001),10534
D028525,Apiaceae (1998-2001),10535
D028526,Apiaceae (1998-2001),10536
D028527,Apiaceae (1998-2001),10537
D028528,Apiaceae (1998-2001),10538
D028529,Apiaceae (1998-2001),10539
D028601,Euthanasia (1974-2001),10540
D028642,Mental Disorders (1974-2001),10541
D028661,Morals (1992-2001),10542
D028662,Ethics (1974-2001),10543
D028663,Ethics (1974-2001),10544
D028681,Social Responsibility (1977-2001),10545
D028683,Political Systems (1976-2001),10546
D028701,Patient Advocacy (1974-2001),10547
D028722,Social Values (1976-2001),10548
D028723,Individuality (1974-2001),10549
D028725,Religion (1974-2001),10550
D028741,Ethics Committees (1979-2001),10551
D028743,Malpractice (1974-2001),10552
D028744,Ethics Committees (1979-2001),10553
D028781,Ethics (1979-2001),10554
D028861,Nuclear Proteins (1991-2001),10555
D028884,Nuclear Proteins (1995-2001),10556
D028901,Nuclear Proteins (1994-2001),10557
D028921,Amidohydrolases/deficiency (1983-2001),10558
D028941,Coronavirus (1993-2001),10559
D028961,Nuclear Proteins (1995-2001),10560
D028962,Coronavirus (1993-2001),10561
D029001,Phytotherapy (1989-2001),10562
D029002,"Baths, Finnish (1963-2001)",10563
D029021,Rinderpest (1971-2001),10564
D029023,"Plants, Medicinal (1966-2001)",10565
D029045,Toxicodendron (1993-2001),10566
D029081,DNA Topoisomerase (ATP-Hydrolysing) (1980-2001),10567
D029082,"Parainfluenza Virus 1, Human (1965-2001)",10568
D029101,Respirovirus (1965-2001),10569
D029122,Orthomyxoviridae (1967-1973),10570
D029142,RNA Viruses (1973-1975),10571
D029161,Bromoviridae (1997-2001),10572
D029221,Mental Healing (1983-2001),10573
D029223,Insect Viruses (1990-2001),10574
D029241,Optic Atrophy (1971-2001),10575
D029242,"Optic Atrophies, Hereditary (1989-2001)",10576
D029261,Hantavirus (1994-2001),10577
D029262,Hantavirus (1985-2001),10578
D029263,Bunyaviridae (1991-1992),10579
D029281,Arboviruses (1965-1981),10580
D029301,Phlebovirus (1977-2001),10581
D029362,Carrier Proteins (1980-2001),10582
D029363,Carrier Proteins (1980-2001),10583
D029364,Plant Viruses (1992-2001),10584
D029365,Carrier Proteins (1980-2001),10585
D029382,Carrier Proteins (1980-2001),10586
D029404,Protein-Serine-Threonine Kinases (1993-2001),10587
D029405,"Hepatitis Agents, GB (1998-2001)",10588
D029406,"Hepatitis Agents, GB (1999-2001)",10589
D029407,Flaviviridae (1996),10590
D029424,"Lung Diseases, Obstructive (1971-2001)",10591
D029461,"Carbohydrate Metabolism, Inborn Errors (1986-2001)",10592
D029481,Bronchitis (1965-2001),10593
D029482,Paramyxovirus (1966-1996),10594
D029502,"Anemia, Aplastic (1970-1991)",10595
D029503,"Anemia, Aplastic (1974-1991)",10596
D029521,Orthomyxoviridae (1997-2001),10597
D029524,Orthomyxoviridae (1997-2001),10598
D029543,Carrier Proteins (1980-2001),10599
D029544,Aphthovirus (1964-2001),10600
D029584,Antigens (1979-1986),10601
D029589,Plasma Proteins (1979-1980),10602
D029593,Deafness (1969-1985),10603
D029597,Long QT Syndrome (1985-2001),10604
D029607,Plasma Proteins (1979-1980),10605
D029650,Enterovirus (1965-2001),10606
D029681,Plant Proteins (1994-2001),10607
D029688,Brassica (1998-2001),10608
D029701,Fungal Proteins (1973-2001),10609
D029702,Fungal Proteins (1973-2001),10610
D029721,Insect Proteins (1997-2001),10611
D029741,Brassica (1977-2001),10612
D029742,Helminth Proteins (1990-2001),10613
D029968,Bacterial Proteins (1994-2001),10614
D029981,Hemlock (1995-2001),10615
D029982,Hemlock (1995-2001),10616
D030041,Hepatovirus (1964-2001),10617
D030081,Arboviruses (1971-1988),10618
D030101,Orthoreovirus (1995-2001),10619
D030141,Feedback (1965-2001),10620
D030181,"Receptors, Calcitriol (1989-2001)",10621
D030201,"Receptors, Growth Factor (1995-2001)",10622
D030243,Bovine Virus Diarrhea-Mucosal Disease (1995-2001),10623
D030281,Simian T-lymphotropic virus 1 (1998-2001),10624
D030282,Simian T-lymphotropic virus 1 (1999-2001),10625
D030283,Retroviridae (1995-2001),10626
D030301,"Receptors, Cell Surface (1991-1993)",10627
D030321,Nephroblastoma (1991-2001),10628
D030361,DNA Virus Infections (1992-2001),10629
D030381,Insect Viruses (1985-2001),10630
D030401,Cytochrome-c Oxidase/deficiency (1976-2001),10631
D030421,Nitrates (1990-2001),10632
D030481,Pyruvate Dehydrogenase Complex (1983-2001),10633
D030501,Glycoproteins (2000-2001),10634
D030521,Zingiberales (1997-2001),10635
D030562,"Databases, Factual (1991-2001)",10636
D030661,Confidentiality (1977-2001),10637
D030741,Carbonic Anhydrases (1990-2001),10638
D030762,Estrus (1964-2001),10639
D030781,Genetic Engineering (1989-2001),10640
D030821,Genetic Engineering (1990-2001),10641
D030861,Political Systems (1990-2001),10642
D030881,Truth Disclosure (1977-2001),10643
D030981,Osteolysis (1966-2002),10644
D031161,Gram-Negative Aerobic Bacteria (1995-2002),10645
D031168,Chamomile (1999-2002),10646
D031169,Chamomile (1999-2002),10647
D031172,Artemisia (1996-2002),10648
D031202,Pyrethrum (1977-2002),10649
D031221,Dislocations (1965-2002),10650
D031222,Dislocations (1965-2002),10651
D031226,Mustard (1985-2002),10652
D031249,Histiocytosis (1989-2002),10653
D031261,"Enteritis, Transmissible, of Turkeys (1997-2002)",10654
D031300,Retinal Diseases (1967-2002),10655
D031313,"Plants, Medicinal (1999-2002)",10656
D031329,"Plants, Medicinal (1998-2002)",10657
D031339,Ocimum basilicum (1998-2002),10658
D031368,Herpes Zoster (1970-2002),10659
D031425,Cell Wall (1967-2002),10660
D031521,Chromatography (1980-2002),10661
D031541,"Spectrometry, Fluorescence (1971-2002)",10662
D031608,Cerebral Ventricles (1965-2001),10663
D031845,"Bone Diseases, Developmental (1973-1984)",10664
D031901,Choriocarcinoma (1980-2002),10665
D031941,Fish Diseases (1972-2003),10666
D031954,Choriocarcinoma (1984-2002),10667
D031955,Rhamnus (1991-2002),10668
D031956,Rhamnus (1985-2002),10669
D032085,Base Composition (1990-2002),10670
D032302,Datura stramonium (1974-2002),10671
D032342,Muscles/cytology (1965-2002),10672
D032383,Myocardium/cytology (1968-2002),10673
D032386,Myocardium (1969-2002),10674
D032389,"Muscle, Smooth/cytology (1964-2002)",10675
D032441,Guaiac (1982-2002),10676
D032446,"Muscle, Skeletal (1972-2002)",10677
D032448,"Muscle, Skeletal/cytology (1994-2002)",10678
D032461,Chromosomes (1973-2002),10679
D032462,Gymnosperms (1998-2002),10680
D032482,Gymnosperms (1998-2002),10681
D032496,"Muscle, Skeletal/cytology (1994-2002)",10682
D032541,Immunization (1967-2002),10683
D032561,Gossypium (1963-2002),10684
D032581,BCG Vaccine (1966-2002),10685
D032661,Ascomycota (1968-2002),10686
D032681,Karyotyping (1996-2002),10687
D032721,Family (1974-2002),10688
D032722,Advance Directives (1994-2002),10689
D032741,Ascomycota (1975-2002),10690
D032761,Animal Welfare (1978-2002),10691
D032764,Ethical Analysis (2002),10692
D032781,"Ethics, Professional (1974-2002)",10693
D032801,Iris/surgery (1964-2002),10694
D032802,Organization and Administration (1990-2002),10695
D032821,Commerce (1991-2002),10696
D032842,Ascomycota (1974-2002),10697
D032882,Cognition (1993-2002),10698
D032901,Ascomycota (1965-2002),10699
D032902,Aphyllophorales (1979-2002),10700
D032961,Spermatozoa (1975-2002),10701
D032962,Informed Consent (1974-2002),10702
D032983,Panicum (1990-2002),10703
D033001,Organ Procurement (1990-2002),10704
D033003,Christianity (1979-2002),10705
D033023,Tarsal Joints (1973-2002),10706
D033041,Embryo (1985-2002),10707
D033061,Ethical Review (2002),10708
D033062,Interpersonal Relations (1995-2002),10709
D033081,Biomechanics (1974-2002),10710
D033101,Euthanasia (1974-2002),10711
D033142,Genetics (1978-2002),10712
D033161,"Social Control, Formal (1974-2002)",10713
D033181,Information Services (1968-2002),10714
D033183,Interprofessional Relations (1974-2002),10715
D033201,Crustacea (1970-2002),10716
D033202,Crustacea (1968-2002),10717
D033221,Christianity (1974-2002),10718
D033222,Jurisprudence (1975-2002),10719
D033241,Jurisprudence (1964-2002),10720
D033242,Adolescence (1965-2002),10721
D033281,Human Experimentation (1978-2002),10722
D033282,Informed Consent (1974-1998),10723
D033283,Patient Advocacy (1974-2002),10724
D033301,Decidua (1966-2001),10725
D033302,Philosophy (1993-2002),10726
D033303,Christianity (1974-2002),10727
D033304,Crustacea (1965-2002),10728
D033321,Crustacea (1966-2002),10729
D033342,Crustacea (1965-2002),10730
D033361,Crustacea (1968-2002),10731
D033362,Powders (1971-2002),10732
D033363,Crystallography (1968-2002),10733
D033364,Crustacea (1966-2002),10734
D033381,Crustacea (1979-2002),10735
D033401,Acoustics (1972-2002),10736
D033441,"Infertility, Male (1965-2002)",10737
D033461,Uric Acid (1963-2002),10738
D033481,Chromosomes (1965-2002),10739
D033501,Crustacea (1969-2002),10740
D033521,Nephropidae (1971-2002),10741
D033541,Crustacea (1968-2002),10742
D033542,Crustacea (1967-2002),10743
D033581,Hematopoietic Stem Cell Transplantation (1981-2002),10744
D033601,Actinomycetales (1971-2002),10745
D033621,Diptera (1967-2002),10746
D033703,Carrier Proteins (1983-2002),10747
D033704,"Mitochondrial ADP, ATP Translocases (1982-2002)",10748
D033705,Carrier Proteins (1997-2002),10749
D033721,Carrier Proteins (1997-2001),10750
D033722,Carrier Proteins (1998-2001),10751
D033741,Adenine Nucleotide Translocase (1999-2002),10752
D033742,Adenine Nucleotide Translocase (1999-2002),10753
D033781,"Mitochondrial ADP, ATP Translocases (1999-2002)",10754
D033863,Iron-Binding Proteins (1980-2002),10755
D033881,Iron-Binding Proteins (1986-2002),10756
D033882,Iron-Binding Proteins (1986-2002),10757
D033901,Iron-Binding Proteins (1980-2002),10758
D033903,Carrier Proteins (1971-2002),10759
D033922,Clathrin (1996-2002),10760
D033941,Clathrin (1986-2002),10761
D033942,Carrier Proteins (2001-2002),10762
D033961,Carrier Proteins (2001-2002),10763
D033962,Carrier Proteins (2001-2002),10764
D033963,Carrier Proteins (2001-2002),10765
D033964,Carrier Proteins (2001-2002),10766
D033965,Carrier Proteins (1989-2002),10767
D033966,Membrane Proteins (1994-2002),10768
D033981,Membrane Proteins (1997-2002),10769
D033982,Membrane Proteins (1995-2002),10770
D033983,Adaptor Proteins (1997-2002),10771
D034002,Adaptor Proteins (1995-2002),10772
D034021,Carrier Proteins (1993-2002),10773
D034061,Blood Platelets (1965-2002),10774
D034062,Prion Diseases (1992-2002),10775
D034081,Prion Diseases (1993-2002),10776
D034121,Family Planning (1983-2002),10777
D034141,Hypoproteinemia (1965-2002),10778
D034161,Adnexitis (1967-2002),10779
D034201,Microcomputers (1992-2002),10780
D034241,Proteobacteria (2001-2002),10781
D034242,Cycloparaffins (1963-2002),10782
D034261,Epoxy Compounds (1995-2002),10783
D034281,Ca(2+) Mg(2+)-ATPase (1989-1994),10784
D034284,Ca(2+) Mg(2+)-ATPase (1989-1993),10785
D034285,GTP Phosphohydrolases (1998-2002),10786
D034286,GTP Phosphohydrolases (1999-2002),10787
D034301,Gram-Positive Cocci (1983-2002),10788
D034321,Amylases (1967-2002),10789
D034341,Phenanthrenes (1965-2002),10790
D034361,Streptococcus (1965-2002),10791
D034363,Streptococcus (1967-2002),10792
D034364,Streptococcus (1978-2002),10793
D034365,Streptococcus (1979-2002),10794
D034367,Streptococcus (1978-2002),10795
D034441,Ribonucleoproteins (1980-2002),10796
D034442,Peptides (1992-2002),10797
D034444,Peptides (1987-2002),10798
D034445,"Contraceptives, Oral (1964-2002)",10799
D034461,Corpus Luteum (1966-2002),10800
D034481,DNA-Binding Proteins (1993-2002),10801
D034482,Ribonucleoproteins (1986-2002),10802
D034501,DNA-Binding Proteins (1991-2002),10803
D034502,Ribonucleoproteins (1998-2002),10804
D034541,Ribonucleoproteins (1994-2002),10805
D034561,Sheep (1965-2002),10806
D034581,Sheep (1965-2002),10807
D034621,Lagomorpha (1974-2002),10808
D034641,DNA-Binding Proteins (1994-2002),10809
D034664,Ribonucleoproteins (2000-2002),10810
D034701,Urticaria Pigmentosa (1965-2002),10811
D034702,Ribonucleoproteins (1996-2002),10812
D034721,Bone Marrow Diseases (1965-2002),10813
D034722,Ribonucleoproteins (1992-2002),10814
D034723,Ethics (1979-2002),10815
D034742,Computer Communication Networks (1995-2002),10816
D034743,Endoribonucleases (2001-2002),10817
D034761,Nucleoproteins (2000-2002),10818
D034781,"Receptors, Immunologic (1988-2002)",10819
D034801,Mastocytosis (1985-2002),10820
D034802,Ribonucleoproteins (1995-2002),10821
D034841,Abdomen (1964-2002),10822
D034861,Abdominal Muscles (1965-2002),10823
D034904,Nuclear Proteins (1991-2002),10824
D034921,Nuclear Proteins (1991-2002),10825
D034941,Arm (1963-2002),10826
D034961,Nuclear Proteins (1981-2002),10827
D034982,Bacterial Proteins (1981-2002),10828
D035001,Carrier Proteins (1994-2002),10829
D035002,Leg (1964-2002),10830
D035021,Carrier Proteins (1994-2002),10831
D035061,Research Design (1973-2002),10832
D035081,Periodicals (1970-2002),10833
D035082,Government (1966-2002),10834
D035181,DNA-Binding Proteins (1992-2002),10835
D035182,DNA-Binding Proteins (1993-2002),10836
D035281,Plant Roots (1995-2002),10837
D035321,DNA-Binding Proteins (1997-2002),10838
D035341,DNA-Binding Proteins (1998-2002),10839
D035361,Transcription Factors (1987-2002),10840
D035362,Transcription Factor TFIID (1999-2002),10841
D035422,Pleura (1965-2002),10842
D035481,Morals (1997-2002),10843
D035502,Interpersonal Relations (1967-2002),10844
D035521,Jurisprudence (1974-2002),10845
D035561,Transcription Factors (1989-2002),10846
D035581,Transcription Factors (1991-2002),10847
D035582,DNA-Binding Proteins (1984-2002),10848
D035583,Case Report (1965-2002),10849
D035622,Parents (1982-2002),10850
D035641,"Respiration, Artificial (1985-2002)",10851
D035642,Truth Disclosure (1994-2002),10852
D035661,Animal Welfare (1986-2002),10853
D035682,Gymnosperms (1998-2002),10854
D035683,"RNA, Antisense (2001-2002)",10855
D035761,Ethics (1974-2002),10856
D035781,Family (1965-2002),10857
D035841,Research (1968-2002),10858
D035842,Human Experimentation (1975-2002),10859
D035843,Research (1965-2002),10860
D035845,Embryo (1985-2002),10861
D035846,"Social Control, Formal (1971-2002)",10862
D035863,Morals (1969-2002),10863
D035901,Hypocreales (1993-2002),10864
D035921,"Antigens, Viral (1985-2002)",10865
D035922,"Antibodies, Viral (1981-1984)",10866
D035923,"Antigens, Viral (1988-1995)",10867
D035924,Oxepins (1980-2002),10868
D035925,Carrier Proteins (1990),10869
D035941,Iron-Sulfur Proteins (1995-2002),10870
D035942,Iron-Sulfur Proteins (1995-2002),10871
D036022,Capsid (1987-2002),10872
D036081,Protein-Tyrosine Kinase (1988-1993),10873
D036082,Receptor Protein-Tyrosine Kinases (1999-2002),10874
D036101,Hematopoietic Stem Cell Transplantation (1993-2002),10875
D036102,Hematopoietic Stem Cell Transplantation (1995-2002),10876
D036103,Microchemistry (1991-2001),10877
D036104,Membrane Proteins (1990-2002),10878
D036121,Receptor Protein-Tyrosine Kinases (1998-2002),10879
D036122,Fetal Proteins (1999-2002),10880
D036123,Receptor Protein-Tyrosine Kinases (1994-2002),10881
D036124,Receptor Protein-Tyrosine Kinases (1994-2002),10882
D036141,Receptor Protein-Tyrosine Kinases (1997-2002),10883
D036142,Plant Extracts (1973-2002),10884
D036183,Protein-Tyrosine Kinase (1992-1994),10885
D036201,Receptor Protein-Tyrosine Kinases (1993-2002),10886
D036223,Protein-Tyrosine Kinase (1993-2002),10887
D036224,Receptor Protein-Tyrosine Kinases (1994-2002),10888
D036225,Receptor Protein-Tyrosine Kinases (1997-2002),10889
D036226,Plants (1995-2002),10890
D036261,Membrane Proteins (1996-2002),10891
D036302,Clinical Trials (1996-2002),10892
D036382,Proteins (1990-2002),10893
D036383,Proteins (1994-1997),10894
D036384,Membrane Proteins (1995-2002),10895
D036385,Membrane Proteins (1995-2002),10896
D036386,Membrane Proteins (1995-2002),10897
D036387,Membrane Proteins (1998-2002),10898
D036388,Membrane Proteins (1995-2002),10899
D036389,Membrane Proteins (1997-2002),10900
D036401,Toxicity Tests (1995-2002),10901
D036421,Nerve Fibers (1976-2002),10902
D036441,Fishes (2001-2002),10903
D036501,Aerosols (1976-2002),10904
D036503,Aerosols (1979-2002),10905
D036541,"Antigens, Differentiation (1991-2002)",10906
D036542,"Tomography, X-Ray Computed (1985-2002)",10907
D036563,Adenosine Diphosphate Ribose (1989-2002),10908
D036641,"Microscopy, Confocal (1997-2002)",10909
D036681,Fluorescence (1976-2002),10910
D036701,Triterpenes (1974-2002),10911
D036703,Blastocyst (1980-2002),10912
D036741,"DNA, Bacterial (1976-2002)",10913
D036761,Ultrasonic Therapy (1994-2002),10914
D036801,Labor (1966-2002),10915
D036821,Endometrial Neoplasms (1992-2002),10916
D036841,Ciguatoxins (1978-2002),10917
D036861,Delivery (1972-2002),10918
D036881,Neuronal Plasticity (1985-2002),10919
D036904,Cell Adhesion (1991-2002),10920
D036981,Fasciitis (1980-2002),10921
D036982,Exostoses (1970-2002),10922
D037021,"Receptors, Thyroid Hormone (1988-2002)",10923
D037022,Reproduction (1999-2002),10924
D037061,Metatarsus (1965-2002),10925
D037081,Flatfoot (1991-2002),10926
D037101,Luteinizing Hormone (1974-2002),10927
D037102,Lectins (1966-2002),10928
D037121,Lectins (1963-2002),10929
D037161,Hemagglutinins (1978-2002),10930
D037201,Follicle Stimulating Hormone (1963-2002),10931
D037222,Carrier Proteins (1980-2002),10932
D037241,Carrier Proteins (1983-2002),10933
D037263,"Receptors, Cell Surface (1980-2002)",10934
D037281,Calcium-Binding Proteins (1991-2002),10935
D037282,Calcium-Binding Proteins (1990-2002),10936
D037302,Cnidaria (1969-1997),10937
D037322,Thyrotropin (1975-2002),10938
D037341,Carboxylic Acids (1992-2002),10939
D037342,"Virulence Factors, Bordetella (1977-2002)",10940
D037361,"Virulence Factors, Bordetella (1984-2002)",10941
D037401,Cnidaria (1971-2002),10942
D037402,Cnidaria (1986-2002),10943
D037421,Cnidaria (1970-2002),10944
D037441,Cnidaria (1968-2002),10945
D037462,Cnidaria (1968-2002),10946
D037483,Hemagglutinins (1994-2002),10947
D037501,Hemagglutinins (1996-2002),10948
D037521,Virulence (1967-2002),10949
D037541,Hemagglutinins (1984-2002),10950
D037561,Immunoglobulins (1981-2002),10951
D037582,Complement Activation (1989-2002),10952
D037601,Carrier Proteins (1990-2002),10953
D037621,Sesquiterpenes (1982-2002),10954
D037661,Proteolipids (1981-2002),10955
D037662,Proteolipids (1991-2002),10956
D037663,Glycoproteins (1990-2002),10957
D037701,Proteolipids (1989-2002),10958
D037721,Proteolipids (1990-2002),10959
D037741,Carbon (1991-2002),10960
D037742,Carbon (1996-2002),10961
D037761,Histone Deacetylase (2000-2002),10962
D037801,Foot Deformities (1979-2002),10963
D037841,Pregnancy (1966-2002),10964
D037881,Fetus (1968-2002),10965
D037981,Lymph Node Dissection (1966-2002),10966
D038041,Lymphocytes (1965-2002),10967
D038042,Hematopoiesis (1966-1997),10968
D038081,Cell Differentiation (1967-2002),10969
D038161,Skiing (1963-2002),10970
D038181,Flavin Mononucleotide (1975-1980),10971
D038201,Crystallins (1965-2002),10972
D038202,Crystallins (1984-2002),10973
D038203,Crystallins (1985-2002),10974
D038204,Crystallins (1966-2002),10975
D038205,Crystallins (1984-2002),10976
D038206,Crystallins (1978-2002),10977
D038207,Crystallins (1973-2002),10978
D038221,Crystallins (1982-2002),10979
D038222,Crystallins (1968-2002),10980
D038223,Brain Concussion (1964-2002),10981
D038224,Crystallins (1988-2002),10982
D038225,Crystallins (1985-2002),10983
