mesh_descriptor_uid,name,annotation,deleted
D017756,Aquaculture,"restrict to fauna in waters",0
D017757,"Infectious Disease Transmission, Professional-to-Patient","coordinate IM with disease /transm (IM) + professional or profession (including DENTISTS or DENTISTRY) with no qualifiers (IM); do not confuse with INFECTIOUS DISEASE TRANSMISSION, PATIENT-TO-PROFESSIONAL",0
D017758,"Infectious Disease Transmission, Patient-to-Professional","coordinate IM with disease /transm (IM) + professional or profession with no qualifiers (IM); do not confuse with INFECTIOUS DISEASE TRANSMISSION, PROFESSIONAL-TO-PATIENT; DF: DIS TRANSM PATIENT PROF or PATIENT PROF TRANSM",0
D017759,"Fractures, Malunited","do not confuse with FRACTURES, UNUNITED; coordinate with specific bone /inj or precoordinated bone/fracture term",0
D017760,"Bone Malalignment","congen or traum",0
D017762,Nadroparin,"a low-molec weight heparin fraction",0
D017763,"Autonomic Denervation","coordinate with specific nerve /surg or plexus /surg",0
D017764,Parasympathectomy,"coordinate with specific nerve /surg or plexus /surg",0
D017766,"Acid Anhydride Hydrolases",,0
D017767,Holocaust,"when used in reference to the extermination of Jews by Nazis, spell with uppercase H: Holocaust in titles and translations",0
D017768,"Skin, Artificial","to stimulate new skin growth before replacement by graft",0
D017769,"Ulnar Nerve Compression Syndromes",,0
D017770,Lifting,"by machines or humans; PATIENT LIFTING see PATIENT MOVING AND LIFTING is available",0
D017772,"Amyloid Neuropathies","coord IM with specific neurol dis (IM) or specific nerve (IM); /genet: consider also AMYLOID NEUROPATHIES, FAMILIAL",0
D017773,"Pelvic Floor","NIM when merely locational",0
D017774,"Long-Term Potentiation",,0
D017776,"Autonomic Pathways",,0
D017777,"Parasympathetic Fibers, Postganglionic","do not confuse with SYMPATHETIC FIBERS, POSTGANGLIONIC",0
D017778,"Vaccines, Combined","coord NIM with specific vaccines (IM)",0
D017779,"Sympathetic Fibers, Postganglionic","do not confuse with PARASYMPATHETIC FIBERS, POSTGANGLIONIC",0
D017780,"Malaria Vaccines","coord IM with specific Plasmodium /immunol (IM)",0
D017781,"Genes, Immediate-Early","genes showing rapid & transient expression in absence of protein synthesis: read MeSH definition for history of ""immediate-early""",0
D017783,"Superior Cervical Ganglion","the largest sympath ganglion",0
D017784,"Milk Banks",,0
D017785,Photons,"elementary particles; IM",0
D017788,Carlavirus,,0
D017789,"Granuloma, Pyogenic","non-neoplastic; coord IM with organ/dis (IM); do not confuse X ref HEMANGIOMA, LOBULAR CAPILLARY with neopl HEMANGIOMA, CAPILLARY",0
D017790,Closterovirus,"coord IM with specific plant /virol",0
D017791,Geminiviridae,,0
D017792,"Surgical Stapling","/instrum: consider also SURGICAL STAPLERS; coordinate with staple material if pertinent",0
D017793,Luteovirus,"coord IM with specific plant /virol (IM or NIM)",0
D017794,"Alfalfa mosaic virus","coord IM with specific plant /virol",0
D017795,Bromovirus,"coord IM with specific plant /virol",0
D017796,Caulimovirus,"coord IM with specific plant /virol (IM or NIM)",0
D017797,"Prosthesis Coloring","coordinate with specific prosthesis; for dental prosthesis coordinate also with DENTAL PROSTHESIS DESIGN",0
D017798,Comovirus,"coord IM with specific plant /virol",0
D017799,Cucumovirus,"coord IM with specific plant /virol",0
D017800,Potyvirus,"a genus of mosaic viruses; from POTato virus Y (Y is one of a series, e.g., A, M, S, V, etc.); coord IM with specific plant /virol (IM or NIM)",0
D017801,"Plum Pox Virus","a species of Potyvirus, a mosaic virus",0
D017805,Widowhood,"woman or man: note X refs; spousal bereavement: coord IM with BEREAVEMENT (IM); coping behavior, coping strategy, coping style: coord IM with ADAPTATION, PSYCHOLOGICAL",0
D017806,Tymovirus,,0
D017809,"Fatal Outcome","never IM; used only for individual fatalities: do not confuse with MORTALITY or /mortal, both epidemiological & statistical concepts, or with DEATH, a physiological process; do not use for animal toxicity studies ( = /toxicity); coordinate with specific disease or procedure with no qualifiers (IM); index CASE REPORTS [Publication Type]",0
D017812,Colubridae,"its venom: coordinate with SNAKE VENOMS",0
D017815,Elapidae,,0
D017817,"Nasal Lavage Fluid","do not confuse with NASAL LAVAGE, the irrigation technique",0
D017819,Viperidae,,0
D017821,Boidae,,0
D017823,"Furcation Defects","a periodontal dis",0
D017824,"Bone Cysts, Aneurysmal","non-neoplastic; nothing to do with ""aneurysm"": see MeSH definition; /coordinate with precoordinated organ/diseases term (but not BONE DISEASES)",0
D017825,"Canavan Disease","do not confuse X ref CANAVAN-VAN BOGAERT-BERTRAND DISEASE with VAN BOGAERT'S LEUKOENCEPHALITIS see SUBACUTE SCLEROSING PANENCEPHALITIS",0
D017827,"Machado-Joseph Disease",,0
D017828,Rifabutin,,0
D017829,Granisetron,,0
D017830,Octoxynol,,0
D017831,"Diagnosis, Dual (Psychiatry)","restrict to substance abuse with ment disord; IM GEN only; coord NIM with specific addiction (IM) + specific ment disord (IM); DF: DUAL DIAG",0
D017833,"Visceral Afferents",,0
D017835,Nedocromil,,0
D017836,Agkistrodon,,0
D017837,Bothrops,"venom: coordinate with CROTALID VENOMS",0
D017838,Bungarus,"a genus of poisonous snakes",0
D017839,Crotalus,,0
D017840,"Russell's Viper","a genus of vipers; its venom: coord IM with VIPER VENOMS (IM)",0
D017841,Trimeresurus,"venom: coordinate with CROTALID VENOMS",0
D017843,"Ligamentum Flavum",,0
D017844,"Lateral Ligament, Ankle",,0
D017846,"Longitudinal Ligaments","spinal ligaments; LIGAMENTUM FLAVUM, a vertebral ligament, is also available",0
D017847,"Patellar Ligament","do not confuse with MEDIAL COLLATERAL LIGAMENT, KNEE",0
D017848,"Blood-Borne Pathogens","coordinate with specific pathogen if pertinent; do not routinely add as a coordinate for infections in the blood (VIREMIA; BACTEREMIA; FUNGEMIA; PARASITEMIA)",0
D017849,"Animals, Inbred Strains","IM general or unspecified; coordinate NIM with specific experimental animal (NIM)",0
D017850,"Economics, Pharmaceutical","general or unspecified; prefer /econ with specific drugs or specific pharmaceutical subject",0
D017851,"Phosphotransferases (Carboxyl Group Acceptor)",,0
D017852,"Phosphotransferases (Nitrogenous Group Acceptor)",,0
D017853,"Phosphotransferases (Alcohol Group Acceptor)",,0
D017854,Diphosphotransferases,,0
D017855,"Transferases (Other Substituted Phosphate Groups)",,0
D017856,"Phosphotransferases (Phosphate Group Acceptor)",,0
D017858,Salmoniformes,"GEN or unspecified: prefer specific families or specific genera",0
D017859,Esocidae,,0
D017860,Nepovirus,"coord IM with specific plant /virol",0
D017861,Porphyromonas,"infection: coord IM with BACTEROIDACEAE INFECTIONS (IM)",0
D017862,Phycodnaviridae,"a family of plant viruses infecting algae; from PHYCOs (Greek for alga) DNA viruses",0
D017863,Potexvirus,,0
D017864,Tombusvirus,,0
D017865,Tospovirus,"coord IM with specific plant /virol",0
D017866,"Phosphotransferases (Paired Acceptors)",,0
D017867,"Cyclic Nucleotide-Regulated Protein Kinases","GEN; prefer specifics; used for mapping supplementary chemicals",0
D017868,"Cyclic AMP-Dependent Protein Kinases",,0
D017869,"Cyclic GMP-Dependent Protein Kinases",,0
D017871,"Calcium-Calmodulin-Dependent Protein Kinases","general or unspecified; prefer specifics",0
D017874,"Immediate-Early Proteins","proteins coded by immed-early genes: read MeSH definition for history of ""immediate-early""",0
D017875,"Phosphotransferases (Phosphomutases)",,0
D017877,Umbridae,"note X ref; MINNOWS see CYPRINIDAE is also available",0
D017878,"4,4'-Diisothiocyanostilbene-2,2'-Disulfonic Acid",,0
D017879,Isothiocyanates,,0
D017880,"Limb Deformities, Congenital","general or unspecified; LOWER EXTREMITY DEFORMITIES, CONGENITAL and UPPER EXTREMITY DEFORMITIES, CONGENITAL are available as well as /abnorm with specifics treed under UPPER EXTREMITIES and LOWER EXTREMITIES; DF: LIMB DEFORMITIES CONGEN",0
D017881,Kingella,"bacterium of upper resp mucous membranes; infection: coord IM with NEISSERIACEAE INFECTIONS (IM)",0
D017882,"Kingella kingae","formerly called Moraxella kingae; infection: coord IM with NEISSERIACEAE INFECTIONS (IM)",0
D017885,"Collateral Ligaments","artic ligaments of extremities; coord IM with specific joint or bone (IM)",0
D017886,Durapatite,"mineral component of bones & teeth; used as a biocompatible material",0
D017887,"Ossification of Posterior Longitudinal Ligament",,0
D017888,"Medial Collateral Ligament, Knee","an artic ligament between tibia & femur: do not confuse with PATELLAR LIGAMENT, between patella & tibia",0
D017889,"Exfoliation Syndrome","shedding of pigment from the iris",0
D017890,Splenosis,,0
D017891,Pharmacoepidemiology,,0
D017892,"Osmium Compounds",,0
D017893,Photopheresis,"a form of PUVA THERAPY",0
D017895,"Manganese Compounds","inorganic; GEN or unspecified; prefer specifics; DF: MANGANESE CPDS",0
D017898,Tobamovirus,,0
D017899,Caudovirales,"an order of tailed (caudo-) bacteriophages",0
D017900,Myoviridae,"coord with specific bacterium /virol or specific Archaea /virol",0
D017901,"Bacteriophage P2",,0
D017902,Podoviridae,"coord with specific bacterium /virol; note X refs; BACTERIOPHAGE T7 is also available",0
D017903,"Bacteriophage T3",,0
D017904,Mobiluncus,"infection: coordinate IM with ACTINOMYCETALES INFECTIONS (IM)",0
D017905,Phosphites,,0
D017906,Siphoviridae,"coord with specific bacterium /virol or specific Archaea /virol; note X refs; BACTERIOPHAGE LAMBDA is also available",0
D017907,Leviviridae,"coordinate with specific bacterium /virol",0
D017908,Allolevivirus,"coord with specific bacterium /virol",0
D017909,Levivirus,"coord with specific bacterium /virol",0
D017910,Cystoviridae,"coordinate with specific bacterium /virol",0
D017911,Inoviridae,"a family of bacteriophages",0
D017912,Inovirus,"coord with specific bacterium /virol",0
D017913,Plectrovirus,"a bacteriophage genus of the family Inoviridae",0
D017914,Microviridae,"coord with specific bacterium /virol",0
D017915,Microvirus,"a genus of bacteriophages of the family Microviridae",0
D017916,Tectiviridae,"a family of lipid-containing bacteriophages",0
D017917,Avihepadnavirus,"from AVIan HEPAtotropic DNA virus; a genus of the family Hepadnaviridae infecting birds; infection: coord IM with HEPADNAVIRIDAE INFECTIONS (IM)",0
D017918,Orthohepadnavirus,"infection: coord IM with HEPATITIS, VIRAL, HUMAN (IM) or HEPATITIS, VIRAL, ANIMAL (IM) + HEPADNAVIRIDAE INFECTIONS (IM)",0
D017919,"Hepatitis B Virus, Woodchuck","a member of the genus Orthohepadnavirus; infection: coord IM with HEPATITIS B (IM)",0
D017920,Antiporters,,0
D017921,Mastadenovirus,"infection: coord IM with ADENOVIRIDAE INFECTIONS (IM)",0
D017923,"Sodium-Hydrogen Exchangers",,0
D017924,Nucleopolyhedroviruses,"coordinate with specific insect /virol",0
D017925,Circovirus,"infection: coordinate IM with CIRCOVIRIDAE INFECTIONS (IM)",0
D017927,"Calicivirus, Feline","infection: coord IM with CALICIVIRIDAE INFECTIONS (IM)",0
D017928,"Vesicular exanthema of swine virus","infection in swine = VESICULAR EXANTHEMA OF SWINE; infection in other animals: coord IM with CALICIVIRIDAE INFECTIONS (IM)",0
D017929,"Hemorrhagic Disease Virus, Rabbit","infection: coord IM with CALICIVIRIDAE INFECTIONS (IM)",0
D017930,"Genes, Reporter",,0
D017931,"DNA Primers","short DNA seq important in transcription",0
D017933,"Peripheral Nervous System",,0
D017934,Coronavirus,"general or unspecified; prefer ALPHACORONAVIRUS, BETACORONAVIRUS, DELTACORONAVIRUS, GAMMACORONAVIRUS or their specifics; infection = CORONAVIRUS INFECTIONS",0
D017936,"Cytochrome a Group","spell in titles & translations with lowercase a: cytochrome a; do not confuse with CYTOCHROMES A",0
D017937,"Cytochrome d Group","spell in titles & translations with lowercase d: cytochrome d",0
D017938,"Coronavirus, Bovine","infection: coord IM with CORONAVIRUS INFECTIONS (IM)",0
D017939,"Coronavirus, Canine","infection: coord IM with CORONAVIRUS INFECTIONS (IM)",0
D017941,"Coronavirus, Rat","infection: coord IM with CORONAVIRUS INFECTIONS (IM)",0
D017942,"Nitric Acid","do not confuse with NITROUS ACID",0
D017943,Cardiovirus,"a genus of the family Picornaviridae; infection = CARDIOVIRUS INFECTIONS",0
D017944,"Columbia SK virus","infection: coord IM with CARDIOVIRUS INFECTIONS (IM)",0
D017945,Theilovirus,"do not confuse x-Ref ENCEPHALOMYELITIS VIRUS, MURINE, THEILER with ENCEPHALOMYELITIS VIRUS, MURINE, also a Cardiovirus; infection: coord IM with CARDIOVIRUS INFECTIONS (IM) or POLIOMYELITIS (IM); infection may also be a model for multiple sclerosis",0
D017948,"Retinal Rod Photoreceptor Cells",,0
D017949,"Retinal Cone Photoreceptor Cells",,0
D017950,"Ganglia, Sensory","ganglia of the peripheral nerv syst",0
D017951,"Antigen Presentation","process whereby an antigen is made recognizable to a lymphocyte",0
D017952,"Ganglia, Invertebrate",,0
D017953,Isocyanates,,0
D017954,"Africa South of the Sahara","all of Africa except Algeria, Egypt, Libya, Morocco, Tunisia",0
D017955,Poliovirus,"infection = POLIOMYELITIS; vaccine-derived poliovirus: coordinate with VIRUS SHEDDING and with specific vaccine if appropriate",0
D017956,"Photoreceptor Cells, Invertebrate",,0
D017957,"Hepatitis A Virus, Human","infection = HEPATITIS A; HEPATITIS A VIRUS is also available",0
D017958,"Lentiviruses, Primate","a subgenus of the genus Lentivirus; infection: coord IM with LENTIVIRUS INFECTIONS (IM)",0
D017960,"Lentiviruses, Bovine","a subgenus of the genus Lentivirus; infection: coord IM with LENTIVIRUS INFECTIONS (IM)",0
D017961,"Lentiviruses, Equine","a subgenus of the genus Lentivirus; infection: coord IM with LENTIVIRUS INFECTIONS (IM)",0
D017962,"alpha-Linolenic Acid",,0
D017963,Azithromycin,,0
D017964,Itraconazole,,0
D017965,"gamma-Linolenic Acid","ALPHA-LINOLENIC ACID is an omega-3 fatty acid",0
D017966,"Pyramidal Cells",,0
D017967,"Zinc Compounds",,0
D017968,"Vanadium Compounds",,0
D017969,"Lentiviruses, Feline","a subgenus of the genus Lentivirus; infection: coord IM with LENTIVIRUS INFECTIONS (IM)",0
D017970,"Thorium Compounds",,0
D017971,"Tin Compounds","inorganic; GEN or unspecified; prefer specifics; DF: TIN CPDS",0
D017972,"Lentiviruses, Ovine-Caprine","a subgenus of the genus Lentivirus; infection: coord IM with LENTIVIRUS INFECTIONS (IM)",0
D017973,"Tungsten Compounds",,0
D017974,"Uranium Compounds","general or unspecified; prefer specifics",0
D017975,"Ruthenium Compounds","inorganic; GEN or unspecified; prefer specifics",0
D017976,"Phosphorus Acids","GEN only; prefer specifics; do not confuse with PHOSPHOROUS ACIDS or with PHOSPHORIC ACIDS",0
D017977,Deltaretrovirus,"infection = DELTARETROVIRUS INFECTIONS + TUMOR VIRUS INFECTIONS if pertinent",0
D017978,"Receptors, Growth Factor","general or unspecified; prefer specifics",0
D017979,"Gold Colloid",,0
D017981,"Receptors, Neurotransmitter","GEN; prefer specifics; DF: RECEPT NEUROTRANSM",0
D017982,"Receptors, Biogenic Amine","general; prefer specifics",0
D017983,"Receptors, Catecholamine","general or unspecified; prefer specifics",0
D017984,Enoxaparin,,0
D017985,Dalteparin,,0
D017986,"Reticuloendotheliosis Viruses, Avian","infection: coordinate IM with RETROVIRIDAE INFECTIONS (IM) + TUMOR VIRUS INFECTIONS (IM)",0
D017988,Gammaretrovirus,"infection: coord IM with RETROVIRIDAE INFECTIONS (IM) + TUMOR VIRUS INFECTIONS (IM)",0
D017989,"Leukemia Virus, Gibbon Ape","infection: coord IM with RETROVIRIDAE INFECTIONS (IM) + TUMOR VIRUS INFECTIONS (IM) + LEUKEMIA (IM) if pertinent",0
D017990,Densovirus,"coord IM with specific insect /virol (IM)",0
D017992,Parvovirus,"general or unspecified; prefer specifics; note PARVOVIRUS B19, HUMAN is available; infection: coordinate IM with PARVOVIRIDAE INFECTIONS (IM)",0
D017993,"Parvovirus, Canine","infection: coordinate IM with PARVOVIRIDAE INFECTIONS (IM); do not confuse with CANINE MINUTE VIRUS; infection in cats: coordinate IM with FELINE PANLEUKOPENIA (IM); infection in mink: coordinate IM with MINK VIRAL ENTERITIS (IM)",0
D017994,Iridovirus,"coordinate IM with specific insect /virol [IM]",0
D017995,Ranavirus,"infection: coordinate IM with DNA VIRUS INFECTIONS [IM]",0
D017996,Entomopoxvirinae,"coord IM with specific insect /virol (IM)",0
D017997,"Leukotriene C4",,0
D017998,"Leukotriene D4",,0
D017999,"Leukotriene E4",,0
D018000,"Receptors, Peptide","GEN; prefer specifics; coord IM with specific peptide (IM); DF: RECEPT PEPTIDE",0
D018002,"Receptors, Bradykinin","note specific subtypes",0
D018003,"Receptors, Calcitonin",,0
D018004,"Receptors, Bombesin",,0
D018005,"Receptors, Vasoactive Intestinal Peptide",,0
D018006,"Myogenic Regulatory Factors",,0
D018008,Myogenin,"a myogenic regulatory factor controlling myogenesis",0
D018009,"Receptors, Glycine",,0
D018010,"Receptors, Invertebrate Peptide",,0
D018011,Chalcogens,"GEN; prefer specifics",0
D018013,"Receptors, Neuropeptide","GEN; prefer specifics",0
D018014,"Gene Transfer Techniques","note category: do not confuse with GENE TRANSFER, HORIZONTAL",0
D018015,"Receptors, Calcitonin Gene-Related Peptide",,0
D018016,"Receptors, Parathyroid Hormone","GEN or unspecified; prefer specifics; DF: RECEPT PARATHYROID HORMONE",0
D018017,"Receptors, Pituitary Hormone-Regulating Hormone",,0
D018018,Arterivirus,"infection = ARTERIVIRUS INFECTIONS",0
D018019,"Receptors, Corticotropin-Releasing Hormone",,0
D018020,"Lithium Compounds","therapeutic use of lithium = LITHIUM COMPOUNDS/ ther use",0
D018021,"Lithium Chloride","in exper med as immunomodulator",0
D018023,"HIV Seronegativity","note category; HIV SEROPOSITIVITY is available",0
D018024,"Peer Review, Health Care",,0
D018025,"Receptors, Thyrotropin-Releasing Hormone",,0
D018026,"Receptors, Pancreatic Hormone","general or unspecified; prefer specifics",0
D018027,"Receptors, Glucagon",,0
D018028,"Receptors, Neurotensin",,0
D018029,"Rho(D) Immune Globulin",,0
D018030,"Silver Compounds","inorganic; GEN or unspecified; prefer specifics; DF: SILVER CPDS",0
D018031,"Connexin 43",,0
D018033,"Antibodies, Bispecific","do not coordinate with ANTIBODY FORMATION for /biosynthesis",0
D018034,"Olfactory Receptor Neurons",,0
D018035,"Receptors, Odorant",,0
D018036,"Selenium Compounds",,0
D018038,"Sodium Selenite",,0
D018039,"Receptors, Tachykinin",,0
D018040,"Receptors, Neurokinin-1",,0
D018041,"Receptors, Neurokinin-2",,0
D018042,"Receptors, Neurokinin-3",,0
D018043,"Receptors, Corticotropin",,0
D018045,"Receptors, Oxytocin",,0
D018046,"Protein C Inhibitor",,0
D018047,"Receptors, Purinergic P1","general or unspecified; prefer specifics",0
D018048,"Receptors, Purinergic P2","general or unspecified; prefer specifics",0
D018049,"Arenaviruses, Old World","infection: coord IM with ARENAVIRIDAE INFECTIONS (IM)",0
D018050,Arenavirus,"a genus of the family Arenaviridae; infection = ARENAVIRIDAE INFECTIONS",0
D018051,"Junin virus","infection: coordinate IM with HEMORRHAGIC FEVER, ARGENTINIAN see HEMORRHAGIC FEVER, AMERICAN (IM)",0
D018052,"Pichinde virus","infection: coord IM with ARENAVIRIDAE INFECTIONS (IM)",0
D018053,Arsenites,"do not confuse with ARSENATES",0
D018054,"Hydrobromic Acid",,0
D018055,"Receptors, Eicosanoid","general; prefer specifics",0
D018056,Hemorheology,,0
D018057,"Dental Waste","includes saliva, rinse, amalgams, etc.; disposal of dent waste: coord IM with MEDICAL WASTE DISPOSAL (IM)",0
D018058,"Tympanic Membrane Perforation",,0
D018059,Birnaviridae,"a family of RNA viruses; from BIsegmental RNA viruses; infection = BIRNAVIRIDAE INFECTIONS",0
D018061,"Infectious pancreatic necrosis virus","infection: coord IM with BIRNAVIRIDAE INFECTIONS (IM); DF: note short X ref",0
D018062,"La Crosse virus","infection: coord IM with ENCEPHALITIS, CALIFORNIA (IM)",0
D018063,"Hantaan virus","infection: coord IM with HEMORRHAGIC FEVER WITH RENAL SYNDROME (IM)",0
D018066,"Uukuniemi virus","infection: coord IM with BUNYAVIRIDAE INFECTIONS (IM)",0
D018067,Flaviviridae,"infection = FLAVIVIRIDAE INFECTIONS",0
D018068,"Encephalitis Virus, Murray Valley","infection: coord IM with ENCEPHALITIS, ARBOVIRUS (IM)",0
D018069,"Hair Cells, Vestibular",,0
D018070,"Biological Specimen Banks","human or animal material; GEN or unspecified; prefer specifics; American Type Culture Collection (ATCC) goes here; DF: BIOL SPECIMEN BANKS",0
D018071,Polydnaviridae,"a family of insect viruses infecting hymenopterans; from POLY (several or many) DNA viruses; coord IM with specific insect /virol (IM)",0
D018072,"Hair Cells, Auditory, Outer",,0
D018073,"Haemophilus Vaccines","restricted to vaccines against Haemophilus influenzae; records for several specific Haemophilus influenzae vaccines are also available in the SCR",0
D018074,"Vaccines, Conjugate","""induce antibody formation in people not responsive to polysaccharide alone""; semisynthetic vaccines; coord NIM with specific vaccine (IM)",0
D018075,"RNA, Complementary",,0
D018076,"DNA, Complementary","a single-stranded DNA",0
D018077,"Receptors, Leukotriene","RECEPTORS, LEUKOTRIENE B4 is also available",0
D018078,"Receptors, Prostaglandin E","note specific subtypes are available",0
D018079,"Receptors, GABA",,0
D018080,"Receptors, GABA-B",,0
D018082,Kringles,,0
D018083,"Border disease virus","infection = BORDER DISEASE",0
D018084,"Ultrasonography, Interventional","coordinate with specific minimally invasive procedure if pertinent",0
D018085,Regulon,"in bacteria, coord IM with specific bacterium /genet (IM)",0
D018086,"Glutamate Dehydrogenase (NADP+)",,0
D018087,Plastids,,0
D018088,"Tuberculosis, Multidrug-Resistant","coordinate with specific type of tuberculosis + specific antitubercular agents if pertinent; EXTENSIVELY DRUG-RESISTANT TUBERCULOSIS is also available",0
D018089,Superantigens,"coordinate IM with specific microbe /immunol (IM); for interaction of superantigens with endotoxins, coordinate with ENDOTOXINS or specifics",0
D018091,"Receptors, AMPA",,0
D018092,"Receptors, Kainic Acid",,0
D018093,Gelatinases,"MATRIX METALLOPROTEINASE 2 and MATRIX METALLOPROTEINASE 9 are available",0
D018094,"Receptors, Metabotropic Glutamate",,0
D018095,"Germ-Line Mutation","germ-line refers to germ cells (ovum or spermatozoon), not micro-organisms",0
D018096,Mononegavirales,"infection = MONONEGAVIRALES INFECTIONS",0
D018098,Paramyxovirinae,"infection: coord IM with PARAMYXOVIRIDAE INFECTIONS (IM)",0
D018099,Pneumovirinae,"infecton: coord IM with PARAMYXOVIRIDAE INFECTIONS (IM)",0
D018100,"Receptors, Histamine H3",,0
D018101,"Mice, Inbred mdx","NIM with no qualifiers when experimental animal",0
D018102,"Receptors, Leukotriene B4",,0
D018103,Morbillivirus,"""morbilli virus"" sometimes refers to the genus Morbillivirus & sometimes to MEASLES VIRUS: check text; infection = MORBILLIVIRUS INFECTIONS",0
D018104,"Distemper Virus, Phocine","infection: coord IM with DISTEMPER (IM); DISTEMPER VIRUS, CANINE is also available",0
D018105,"DNA, Kinetoplast","protozoan DNA; from Kinetoplastida, an order of flagellate protozoa; coord IM with specific protozoon (IM); /drug eff /ultrastruct permitted",0
D018106,"CD28 Antigens",,0
D018107,"Peste-des-petits-ruminants virus","for foreign titles, do not translate the disease ""peste des petits ruminants""; infection = PESTE-DES-PETITS-RUMINANTS",0
D018108,Respirovirus,"infection = RESPIROVIRUS INFECTIONS",0
D018109,Avulavirus,"infection: coord IM with AVULAVIRUS INFECTIONS (IM)",0
D018110,"Receptors, Lipoprotein","RECEPTORS, LDL and specifics are available",0
D018111,Pneumovirus,"infection = PNEUMOVIRUS INFECTIONS",0
D018112,"Respiratory Syncytial Virus, Bovine","infection: coord IM with RESPIRATORY SYNCYTIAL VIRUS INFECTIONS (IM)",0
D018113,"Respiratory Syncytial Virus, Human","infection: coord IM with RESPIRATORY SYNCYTIAL VIRUS INFECTIONS (IM)",0
D018114,Lyssavirus,"infection: coord IM with RHABDOVIRIDAE INFECTIONS (IM)",0
D018115,"Ephemeral Fever Virus, Bovine","infection = EPHEMERAL FEVER: see note there",0
D018116,Vesiculovirus,"infection: coordinate IM with RHABDOVIRIDAE INFECTIONS (IM) or VESICULAR STOMATITIS (IM) if pertinent",0
D018117,Thogotovirus,"infection: coordinate IM with INFLUENZA, HUMAN (IM) in humans or ORTHOMYXOVIRIDAE INFECTIONS (IM) in animals",0
D018118,"Chloride Channels",,0
D018119,Stavudine,,0
D018120,Finasteride,,0
D018121,"Receptors, Cytokine",,0
D018122,"B7-1 Antigen",,0
D018123,"Receptors, Interleukin","general or unspecified; prefer specifics",0
D018124,"Receptors, Tumor Necrosis Factor","general; prefer specifics",0
D018125,"Receptors, Transforming Growth Factor beta","DF: RECEPT TGF BETA",0
D018126,Odontodysplasia,"an abnorm of tooth develop; do not use /congen & do not coord with INFANT, NEWBORN, DISEASES",0
D018127,"Tumor Necrosis Factor Receptor Superfamily, Member 7",,0
D018129,"Phosphatidylinositol Phosphates",,0
D018130,Diamond,"a form of carbon",0
D018132,Rubivirus,"a genus of the family Togaviridae; from Latin rub-, red, with reference to the type species RUBELLA VIRUS (Latin rubella, reddish, a disease showing a generalized reddish rash); infection = RUBIVIRUS INFECTIONS",0
D018136,Circoviridae,"infection = CIRCOVIRIDAE INFECTIONS",0
D018138,Alphaherpesvirinae,"infection: coord IM with HERPESVIRIDAE INFECTIONS (IM)",0
D018139,Simplexvirus,"note X ref HERPES SIMPLEX VIRUS: HERPES SIMPLEX VIRUS 1 and HERPES SIMPLEX VIRUS 2 are also available; do not confuse X ref HERPESVIRUS 1, SAIMIRINE with HERPESVIRUS 2, SAIMIRINE; infection = HERPES SIMPLEX or its indentions",0
D018140,Varicellovirus,"infection: coord IM with HERPESVIRIDAE INFECTIONS (IM)",0
D018141,Betaherpesvirinae,"infection: coord IM with HERPESVIRIDAE INFECTIONS (IM)",0
D018142,Gammaherpesvirinae,"infection: coord IM with HERPESVIRIDAE INFECTIONS (IM); if discussed as tumor viruses, add TUMOR VIRUS INFECTIONS (IM)",0
D018143,Lymphocryptovirus,"infection: coord IM with HERPESVIRIDAE INFECTIONS (IM) + TUMOR VIRUS INFECTIONS (IM)",0
D018144,Rhadinovirus,"infection: coord IM with HERPESVIRIDAE INFECTIONS (IM) + TUMOR VIRUS INFECTIONS (IM)",0
D018146,Muromegalovirus,"infection: coord IM with HERPESVIRIDAE INFECTIONS (IM)",0
D018147,Chordopoxvirinae,"a subfamily of the family Poxviridae comprising all vertebrate (Chordo-)poxviruses; infection: coord IM with POXVIRIDAE INFECTIONS (IM)",0
D018148,Suipoxvirus,"infection: coord IM with POXVIRIDAE INFECTIONS (IM)",0
D018149,"Glucose Intolerance",,0
D018150,Avipoxvirus,"infection: coordinate IM with POXVIRIDAE INFECTIONS (IM)",0
D018151,Capripoxvirus,"infection: coord IM with POXVIRIDAE INFECTIONS (IM)",0
D018152,Leporipoxvirus,"a genus of the subfamily Chordopoxvirinae; from Latin lepori-, rabbit; infection: coord IM with POXVIRIDAE INFECTIONS (IM) + TUMOR VIRUS INFECTIONS (IM)",0
D018153,"Czech Republic",,0
D018154,Slovakia,,0
D018155,Orthopoxvirus,"infection: coordinate IM with POXVIRIDAE INFECTIONS (IM)",0
D018156,"Journalism, Medical","IM; JOURNALISM, DENTAL is also available",0
D018157,Parapoxvirus,"a genus of the family Poxviridae; infection: coord IM with POXVIRIDAE INFECTIONS (IM)",0
D018158,Yatapoxvirus,"infection: coord IM with POXVIRIDAE INFECTIONS (IM) + TUMOR VIRUS INFECTIONS (IM)",0
D018159,"Endolymphatic Hydrops",,0
D018160,"Receptors, Cytoplasmic and Nuclear","general or unspecified; prefer specifics; for hormone receptors, see note at RECEPTORS, CELL SURFACE",0
D018161,"Receptors, Mineralocorticoid",,0
D018162,Coltivirus,"infection: coord IM with REOVIRIDAE INFECTIONS (IM)",0
D018163,Orbivirus,"infection: coordinate IM with REOVIRIDAE INFECTIONS (IM)",0
