mesh_descriptor_uid,previous_indexing,mesh_previous_indexing_id
D044705,"DNA (1986-2003)",12801
D044707,"Forensic Medicine (1965-2003)",12802
D044709,"Wounds, Gunshot (1966-2003)",12803
D044722,"Algae, Red (1973-2003)",12804
D044723,"Algae, Red (1973-2003)",12805
D044724,"Algae, Red (1976-2003)",12806
D044725,"Algae, Red (1977-2003)",12807
D044726,"Oomycetes (1983-2003)",12808
D044742,"Oomycetes (1978-2003)",12809
D044743,"Oomycetes (1975-2003)",12810
D044744,"Oomycetes (1978-2003)",12811
D044762,"Oomycetes (1977-2003)",12812
D044763,"Ubiquitins (1986-1988)",12813
D044764,"Ligases (1983-2003)",12814
D044767,"Ligases (1983-2003)",12815
D044784,"Plants (1969-2003)",12816
D044785,"Algae (1975-2003)",12817
D044786,"Ligases (1983-2003)",12818
D044843,"Peptide Synthases (1999-2003)",12819
D044862,"Campylobacter (1983-2003)",12820
D044863,"Campylobacter (1984-2003)",12821
D044882,"Glucose (1965-2003)",12822
D044883,"Campylobacter (1992-2003)",12823
D044884,"Campylobacter (1975-2003)",12824
D044885,"Campylobacter (1989-2003)",12825
D044902,"Mannosidases (1980-2003)",12826
D044903,"Hypoglycemia (1977-2003)",12827
D044904,"Mannosidosis (1984-2003)",12828
D044905,"Mannosidase Deficiency Diseases (1984-2003)",12829
D044922,"Helicobacter (1992-2003)",12830
D044923,"Helicobacter (1994-2003)",12831
D044925,"Oxidoreductases (1963-2003)",12832
D044926,"Oxidoreductases (1974-2003)",12833
D044927,"Flavoproteins (1983-2003)",12834
D044942,"Fatty Acid Desaturases (1988-2003)",12835
D044943,"Fatty Acid Desaturases (1974-2003)",12836
D044944,"Fatty Acid Desaturases (1977-2003)",12837
D044945,"Anthocyanidins (1977-2003)",12838
D044946,"Flavones (1970-2003)",12839
D044947,"Flavones (1974-2003)",12840
D044949,"Flavones (1969-2003)",12841
D044950,"Flavones (1965-2003)",12842
D044963,"Biopsy, Needle (1972-2003)",12843
D044964,"Surgery, Plastic (1966-2003)",12844
D044966,"Antiviral Agents (1988-2003)",12845
D044969,"Culicidae (1972-2003)",12846
D045002,"3-Hydroxysteroid Dehydrogenases (1979-2003)",12847
D045022,"L-Lactate Dehydrogenase (1974-2003)",12848
D045042,"Tegmentum Mesencephali (1980-2003)",12849
D045064,"Tetrahydrofolates (1974-1982)",12850
D045102,"Oxidoreductases (1999-2003)",12851
D045103,"Tetrahydrofolates (1974-1982)",12852
D045162,"Thiazoles (1968-2003)",12853
D045165,"Androgens (1964-2003)",12854
D045166,"Estrogens (1964-2003)",12855
D045167,"Progestational Hormones (1965-2003)",12856
D045170,"Nuclear Matrix/metabolism (1990-2003)",12857
D045182,"Fusobacterium (1965-2003)",12858
D045183,"Bacteroidaceae (1971-2003)",12859
D045202,"Porphyromonas (1993-2003)",12860
D045242,"Prevotella (1992-2003)",12861
D045243,"Prevotella (1992-2003)",12862
D045245,"Gram-Negative Aerobic Bacteria (1998-2003)",12863
D045246,"Gram-Negative Bacteria (1994-2003)",12864
D045247,"Flavobacterium (1996-2003)",12865
D045248,"Cytophaga (1974-2003)",12866
D045249,"Flavobacterium (1987-2003)",12867
D045262,"Reticulocytes (1965-2003)",12868
D045263,"Cytochromes (1980-1993)",12869
D045264,"Cytochromes (1979-1993)",12870
D045265,"Peptides (1976-2003)",12871
D045266,"Electron Transport Complex IV (1981-2003)",12872
D045282,"Gram-Negative Anaerobic Bacteria (1989-2000)",12873
D045283,"Natriuresis (1973-1986)",12874
D045284,"Desulfovibrio (1971-2003)",12875
D045285,"Desulfovibrio (1966-2003)",12876
D045286,"Desulfovibrio (1966-2003)",12877
D045303,"Cytochromes (1966-1982)",12878
D045304,"Cytochrome c Group (1983-2003)",12879
D045305,"Cytochrome c Group (1981-2003)",12880
D045322,"Plant Proteins (1966-2003)",12881
D045325,"Tumor Cells, Cultured (1990-2003)",12882
D045331,"Plant Proteins (1966-1990)",12883
D045332,"Plant Proteins (1966-1990)",12884
D045342,"Photosynthetic Reaction Center Complex Proteins (1983-2003)",12885
D045346,"Cytochrome b Group (1984-2003)",12886
D045347,"Cytochromes b (1984-2003)",12887
D045348,"Cytochromes (1980-2003)",12888
D045362,"Cytochromes (1967-1972)",12889
D045363,"Protozoa (1968-1994)",12890
D045365,"Cytochromes (1991-2003)",12891
D045384,"alpha-Macroglobulins (1976-2003)",12892
D045403,"Paramyxovirinae (2001-2003)",12893
D045404,"Paramyxovirinae (1998-2003)",12894
D045405,"Paramyxovirinae (1999-2003)",12895
D045422,"Positive-Pressure Respiration (1971-2003)",12896
D045423,"Contrast Media (1973-2003)",12897
D045442,"Motor Skills (1967-2003)",12898
D045462,"Vasodilator Agents (1984-2003)",12899
D045502,"Helicobacter (1992-2003)",12900
D045503,"Bartonella (1966-2003)",12901
D045522,"DNA Nucleotidyltransferases (1986-2003)",12902
D045524,"Proteins (1978-2003)",12903
D045563,"Indoles (1990-2003)",12904
D045564,"Transposase (1998-2003)",12905
D045565,"Endonucleases (1989-2003)",12906
D045567,"DNA Nucleotidyltransferases (1986-2003)",12907
D045582,"Mycoplasma (1996-1998)",12908
D045585,"Endodeoxyribonucleases (1994-2003)",12909
D045586,"Inclusion Bodies or specifics (1965-2003)",12910
D045602,"Celiac Disease (1964-2003)",12911
D045604,"Extracellular Space (1964-2003)",12912
D045623,"Mycoplasma (1974-2003)",12913
D045642,"Spiroplasma (1975-2003)",12914
D045643,"DNA Ligases (1978-2003)",12915
D045644,"Mycoplasma (1967-2003)",12916
D045645,"Mycoplasma (1967-2003)",12917
D045646,"Mycoplasma (1966-2003)",12918
D045647,"N-Glycosyl Hydrolases (1982-2003)",12919
D045662,"Acid Etching, Dental (1977-2003)",12920
D045664,"Aspartic Endopeptidases (1991-2003)",12921
D045682,"Mycoplasma (1971-2003)",12922
D045683,"Subtilisins (1993-2003)",12923
D045684,"Mycoplasma (1972-2003)",12924
D045685,"Mycoplasma (1970-2003)",12925
D045686,"Mycoplasma (1965-2003)",12926
D045702,"Subtilisins (1998-2003)",12927
D045703,"Excipients (1984-2003)",12928
D045704,"Mycoplasma (1981-2003)",12929
D045705,"Mycoplasma (1968-2003)",12930
D045706,"Subtilisins (1991-2003)",12931
D045722,"Transmissible gastroenteritis virus (1986-2003)",12932
D045723,"Diverticulum, Esophageal (1967-2003)",12933
D045724,"Diverticulum, Stomach (1968-2003)",12934
D045725,"Pyrroles (1966-2003)",12935
D045726,"Metalloendopeptidases (1987-2003)",12936
D045728,"Porphyrins (1965-2003)",12937
D045730,"Soybeans (1963-2003)",12938
D045743,"Scleroderma, Systemic (1975-2003)",12939
D045744,"Tumor Cells, Cultured (1988-2003)",12940
D045745,"Scleroderma, Systemic (1990-2003)",12941
D045783,"Eugenol (1983-2003)",12942
D045784,"Diterpenes (1988-2003)",12943
D045785,"Diterpenes (1977-2003)",12944
D045786,"Diterpenes (1976-2003)",12945
D045787,"Diterpenes (1977-2003)",12946
D045788,"Diterpenes (1975-2003)",12947
D045789,"Sesquiterpenes (1975-2003)",12948
D045790,"Mycoplasma (1966-2003)",12949
D045791,"Mycoplasma (1970-2003)",12950
D045793,"Mycoplasma (1981-2003)",12951
D045794,"Mycoplasma (1966-2003)",12952
D045795,"Mycoplasma (1968-2003)",12953
D045802,"Mycoplasma (1975-2003)",12954
D045803,"Mycoplasma (1965-2003)",12955
D045804,"Mycoplasma (1962-2003)",12956
D045805,"Mycoplasma (1965-2003)",12957
D045809,"Human Rights (1973-2003)",12958
D045822,"Intestinal Obstruction (1965-2003)",12959
D045823,"Intestinal Obstruction (1968-2003)",12960
D045851,"Veillonellaceae (1975-2003)",12961
D045855,"Gram Positive Rods (1981-2003)",12962
D045856,"Gram-Negative Anaerobic Bacteria (1975-2003)",12963
D045857,"Gram-Positive Cocci (1977-2003)",12964
D045888,"Synovial Cyst (1969-2003)",12965
D045908,"Poxviridae Infections (1967-2003)",12966
D045949,"Carnivora (1967-2004)",12967
D045968,"Carnivora (1971-2004)",12968
D045969,"Carnivora (1967-2004)",12969
D045988,"Carnivora (1970-2004)",12970
D045989,"Carnivora (1966-2004)",12971
D045991,"Carnivora (1964-2004)",12972
D046008,"Carnivora (1966-2004)",12973
D046009,"Carnivora (1966-2004)",12974
D046010,"Carnivora (1963-2004)",12975
D046011,"Carnivora (1969-2004)",12976
D046028,"Carnivora (1965-2004)",12977
D046029,"Carnivora (1966-2004)",12978
D046030,"Carnivora (1967-2004)",12979
D046031,"Carnivora (1974-2004)",12980
D046032,"Microscopy, Electron (1993-2004)",12981
D046049,"Seals, Earless (1975-2004)",12982
D046068,"Algae, Green (1971-2004)",12983
D046088,"Hearing Disorders (1967-2004)",12984
D046089,"Hearing Disorders (1985-2004)",12985
D046090,"Birds (1973-2004)",12986
D046091,"Birds (1967-2004)",12987
D046092,"Birds (1966-2004)",12988
D046093,"Birds (1965-2004)",12989
D046094,"Birds (1968-2004)",12990
D046109,"Songbirds (1998-2004)",12991
D046110,"Pregnancy Complications, Cardiovascular (1970-2004)",12992
D046128,"Fetal Diseases (1982-2004)",12993
D046129,"Viral Vaccines (1980-2004)",12994
D046148,"Tissue Donors (1966-2004)",12995
D046149,"Tissue Culture (1966-2004)",12996
D046150,"Receptors, Somatotropin (1991-2004)",12997
D046151,"Tongue (1965-2004)",12998
D046152,"Gastrointestinal Neoplasms (1987-2004)",12999
D046169,"Skin Pigmentation (1993-2004)",13000
D046248,"Pyloric Stenosis (1965-2004)",13001
D046269,"Women's Rights (1970-2004)",13002
D046290,"Liver Abscess (1966-2004)",13003
D046308,"Rodentia (1966-1997)",13004
D046328,"Rodentia (1966-2004)",13005
D046329,"Rodentia (1968-2004)",13006
D046330,"Rodentia (1966-2004)",13007
D046348,"Rodentia (1965-2004)",13008
D046349,"Porphyria, Hepatic (1993-2004)",13009
D046350,"Porphyria, Hepatic (1993-2004)",13010
D046351,"Porphyria, Erythrohepatic (1993-2004)",13011
D046368,"Songbirds (1998-2004)",13012
D046369,"Songbirds (1999-2004)",13013
D046370,"Songbirds (1999-2004)",13014
D046388,"Songbirds (1999-2004)",13015
D046408,"Psittaciformes (1975-2004)",13016
D046409,"Parakeets (1975-2004)",13017
D046410,"Psittaciformes (1974-2004)",13018
D046428,"Raptors (1999-2004)",13019
D046429,"Birds (1963-2004)",13020
D046448,"Ice (1969-2004)",13021
D046449,"Hernia, Ventral (1965-2004)",13022
D046508,"Tissue Culture (1966-2004)",13023
D046509,"Tissue Culture (1966-2004)",13024
D046528,"Transplantation Chimera (1966-2004)",13025
D046529,"Microscopy, Electron (1967-2004)",13026
D046548,"Pubic Symphysis (1966-2003)",13027
D046549,"Recombinant Proteins (1997-2004)",13028
D046568,"Neurosecretory Systems (1982-2004)",13029
D046569,"Neurons (1972-2004)",13030
D046588,"Archaea (2002-2004)",13031
D046589,"Dementia, Multi-Infarct (1994-2004)",13032
D046608,"Neurologic Manifestations (1966-2004)",13033
D046628,"Sphincter of Oddi/pathophysiology (1974-2004)",13034
D046648,"Hematoma, Subdural (1965-2004)",13035
D046649,"Hematoma, Subdural (1969-2004)",13036
D046650,"Subject Headings (1969-2004)",13037
D046688,"Mortality (1966-2004)",13038
D046689,"Fetal Death (1966-2004)",13039
D046690,"Electric Stimulation Therapy (1973-2004)",13040
D046708,"Parrots (1989-2004)",13041
D046710,"Parrots (1977-2004)",13042
D046728,"Colitis, Ulcerative (1965-2004)",13043
D046729,"Colitis (1976-2004)",13044
D046730,"Colitis, Ulcerative (1980-2004)",13045
D046748,"Hematoma, Epidural, Cranial (1966-2004)",13046
D046749,"Songbirds (1999-2004)",13047
D046768,"Islets of Langerhans (1968-2004)",13048
D046788,"Syndrome (1984-2004)",13049
D046789,"Cartilage Diseases (1968-2004)",13050
D046790,"Pancreas (1965-2004)",13051
D046808,"Adenoviridae (2002-2004)",13052
D046828,"Nidovirales (2003-2004)",13053
D046848,"DNA Viruses (1997-2004)",13054
D046868,"Anabaena (1992-2004)",13055
D046869,"Cyanobacteria (1969-1991)",13056
D046870,"Cyanobacteria (1969-1992)",13057
D046889,"Cyanobacteria (1993-2004)",13058
D046890,"Cyanobacteria (1973-2004)",13059
D046891,"Cyanobacteria (1985-2004)",13060
D046908,"specific peptide/biosynthesis (1969-2004)",13061
D046910,"Menstruation (1980-2004)",13062
D046912,"Macromolecular Substances (1966-2004)",13063
D046913,"Medicago (1992-2004)",13064
D046914,"Fabaceae (1995-2004)",13065
D046915,"Peptidyltransferase (1978-2004)",13066
D046928,"Hexosyltransferases (1981-2004)",13067
D046929,"Carboxypeptidases (1993-2004)",13068
D046930,"Thyme (1998-2004)",13069
D046931,"Cyanobacteria (1969-2004)",13070
D046932,"Cyanobacteria (1977-2004)",13071
D046937,"Cyanobacteria (1971-2004)",13072
D046938,"Cyanobacteria (1970-2004)",13073
D046939,"Cyanobacteria (1971-2004)",13074
D046940,"Cyanobacteria (1971-2004)",13075
D046948,"Rauwolfia Alkaloids (1975-2004)",13076
D046949,"Gram-Negative Anaerobic Straight, Curved, and Helical Rods (1998-2004)",13077
D046950,"Bacteria, Anaerobic (1985-2004)",13078
D046968,"Bacteria, Anaerobic (1985-2004)",13079
D046969,"Clostridium (1966-2004)",13080
D046970,"Clostridium (1974-2004)",13081
D046971,"Clostridium (1965-2004)",13082
D046972,"Clostridium (1965-2004)",13083
D046973,"Clostridium (1988-2004)",13084
D046974,"Clostridium (1990-2004)",13085
D046975,"Clostridium (1965-2004)",13086
D046988,"Multienzyme Complexes (1986-2004)",13087
D047009,"Clostridium (1965-2004)",13088
D047010,"Clostridium (1965-2004)",13089
D047011,"Proteins (1975-1997)",13090
D047013,"Clostridium botulinum (1966-2004)",13091
D047014,"Clostridium botulinum (1966-2004)",13092
D047030,"Peptides, Cyclic (1980-2004)",13093
D047048,"Vitellogenin (1978-2004)",13094
D047068,"Arylamine N-Acetyltransferase (1986-2004)",13095
D047069,"Pyrazoles (1965-2004)",13096
D047071,"Glucans (1978-2004)",13097
D047072,"Aromatase/antagonists & inhibitors (1975-2004)",13098
D047088,"Porifera (1980-2004)",13099
D047089,"Porifera (1973-2004)",13100
D047090,"Lactams (1974-2004)",13101
D047091,"Ribonucleases (1979-2004)",13102
D047093,"Ribonucleases (1981-2004)",13103
D047108,"Embryonic and Fetal Development (1973-2004)",13104
D047109,"Fetus (1965-2004)",13105
D047128,"Porifera (1980-2004)",13106
D047129,"Porifera (1967-2004)",13107
D047130,"Porifera (1980-2004)",13108
D047131,"Porifera (1981-2004)",13109
D047132,"Porifera (1966-2004)",13110
D047150,"Ribonucleases (1979-2004)",13111
D047151,"Alkaloids (1965-2004)",13112
D047169,"Peptides, Cyclic (2000-2004)",13113
D047188,"Chalcone/analogs & derivatives (1991-2004)",13114
D047208,"Ribonucleases (1989-2004)",13115
D047209,"Peroxides (1997-2004)",13116
D047228,"Angiotensin Receptors/antagonists & inhibitors (1984-2004)",13117
D047229,"Porifera (1990-2004)",13118
D047230,"Porifera (1989-2004)",13119
D047231,"Porifera (1974-2004)",13120
D047232,"Porifera (1987-2004)",13121
D047233,"Porifera (1971-2004)",13122
D047248,"Crown Ethers (1992-2004)",13123
D047268,"Tongue Diseases (1965-2004)",13124
D047269,"Sea Urchins (1971-2004)",13125
D047270,"Sea Urchins (1971-2004)",13126
D047271,"Starfish (1971-2004)",13127
D047288,"Starfish (1972-2004)",13128
D047308,"Sea Urchins (1971-2004)",13129
D047309,"Flavonoids (2004)",13130
D047310,"Flavonoids (1967-2004)",13131
D047311,"Flavonoids (1981-2004)",13132
D047328,"Sea Urchins (1971-2004)",13133
D047329,"Sea Urchins (1974-2004)",13134
D047330,"Sea Urchins (1969-2004)",13135
D047331,"Sea Urchins (1971-2004)",13136
D047332,"Sea Cucumbers (1989-2004)",13137
D047348,"Tannins (1963-2004)",13138
D047369,"Precipitin Tests (2000-2004)",13139
D047388,"Protein Kinases (1974-2004)",13140
D047389,"Protein Kinases (1980-2004)",13141
D047390,"Protein-Serine-Threonine Kinases (1992-2004)",13142
D047391,"Oligosaccharides (1975-2004)",13143
D047392,"Oligosaccharides (1974-2004)",13144
D047408,"Oligosaccharides (1974-2004)",13145
D047428,"Protein Kinases (1973-2004)",13146
D047468,"Precipitin Tests (1970-2004)",13147
D047488,"Receptors, Retinoic Acid (1993-2004)",13148
D047489,"Prenatal Exposure Delayed Effects (1974-2004)",13149
D047490,"Receptors, Retinoic Acid (1993-2004)",13150
D047491,"Receptors, Retinoic Acid (1993-2004)",13151
D047492,"Transcription Factors (1993-2004)",13152
D047493,"Transcription Factors (1993-2004)",13153
D047494,"Transcription Factors (1993-2004)",13154
D047495,"Transcription Factors (1993-2004)",13155
D047508,"Necrosis (1968-2004)",13156
D047528,"Sea Cucumbers (1980-2004)",13157
D047548,"Electric Countershock (1967-2004)",13158
D047549,"Coronary Artery Bypass/methods (1996-2004)",13159
D047568,"Sexual Behavior (1988-2004)",13160
D047569,"Lasers (1992-2004)",13161
D047628,"Receptors, Estrogen (1997-2004)",13162
D047629,"Receptors, Estrogen (1997-2004)",13163
D047630,"Peptides, Cyclic (1971-2004)",13164
D047648,"Menopause (1982-2004)",13165
D047649,"Climacteric (1965-2004)",13166
D047668,"Protein Splicing (1997-2004)",13167
D047688,"Fibrocystic Disease of Breast (1980-2004)",13168
D047708,"Leiomyoma (1963-2004)",13169
D047709,"Leeches (1965-2004)",13170
D047728,"Myopia (1965-2004)",13171
D047748,"Pituitary Neoplasms (1973-2004)",13172
D047768,"Annexin A3 (1980-2004)",13173
D047808,"Adrenal Hyperplasia, Congenital (1964-2004)",13174
D047852,"Nuclear Reactors (1986-2004)",13175
D047868,"Dermatofibroma (1972-2004)",13176
D047888,"Tumor Necrosis Factor Receptors (1994-2004)",13177
D047889,"Antigens, CD (1994-2004)",13178
D047928,"Labor, Premature (1966-2004)",13179
D047929,"Pregnancy (1973-2004)",13180
D047968,"Clostridium botulinum (1965-2004)",13181
D047969,"Clostridium botulinum (1968-2004)",13182
D047970,"Clostridium botulinum (1965-2004)",13183
D047971,"Clostridium botulinum (1965-2004)",13184
D047989,"Clostridium (1965-2004)",13185
D047990,"Proteins (1994-2004)",13186
D047991,"Clostridium (1968-2004)",13187
D047992,"Proteins (1994-2004)",13188
D048008,"Proteins (1995-2004)",13189
D048009,"Clostridium (1985-2004)",13190
D048010,"Clostridium (1963-2004)",13191
D048012,"Clostridium (1965-2004)",13192
D048013,"Clostridium (1968-2004)",13193
D048014,"Clostridium (1969-2004)",13194
D048015,"Proteins (1999-2004)",13195
D048016,"Sea Cucumbers (1989-2004)",13196
D048029,"Proteins (1996-2004)",13197
D048030,"RNA, Ribosomal (1974-2004)",13198
D048031,"Protein-Serine-Threonine Kinases (1993-1994)",13199
D048048,"Information Systems (1980-2004)",13200
D048049,"Mitogen-Activated Protein Kinases (1992-2004)",13201
D048051,"Mitogen-Activated Protein Kinases (2000-2004)",13202
D048052,"Mitogen-Activated Protein Kinases (1990-2004)",13203
D048053,"Mitogen-Activated Protein Kinases (1991-2004)",13204
D048054,"Mitogen-Activated Protein Kinases (1999-2004)",13205
D048055,"Mitogen-Activated Protein Kinases (2000-2004)",13206
D048056,"Protein Kinases (1994-2000)",13207
D048057,"Protein-Serine-Threonine Kinases (1995-1999)",13208
D048068,"Transcription Factors (1993-2004)",13209
D048070,"Placental Insufficiency (1982-2004)",13210
D048088,"Information Systems (1979-2004)",13211
D048090,"Respiratory Tract Infections (1972-2004)",13212
D048091,"Guided Tissue Regeneration, Periodontal (1992-2004)",13213
D048108,"Information Systems (1980-2004)",13214
D048128,"Protein Kinases (2000-2004)",13215
D048148,"Protein Kinases (1993-2004)",13216
D048149,"Protein Kinases (1998-2004)",13217
D048168,"Escherichia coli (1965-2004)",13218
D048170,"Streptomyces (1975-2004)",13219
D048188,"Insects (1965-1971)",13220
D048189,"Hymenolepis (1979-2004)",13221
D048190,"Insects (1965-1978)",13222
D048191,"Lactobacillus (1965-2004)",13223
D048208,"Ultrasonography, Prenatal (1992-2004)",13224
D048209,"Echinococcus (1965-2004)",13225
D048210,"Echinococcus (1965-2004)",13226
D048228,"Thrombophlebitis/prevention & control (1972-2004)",13227
D048229,"Sulfolobus (1992-2004)",13228
D048230,"Corynebacterium (1969-2004)",13229
D048248,"Sarcodina (1968-1974)",13230
D048249,"Streptococcus (1968-2004)",13231
D048250,"Sharks (1965-1991)",13232
D048251,"Sharks (1965-2004)",13233
D048271,"Chitin/analogs & derivatives (1975-2004)",13234
D048288,"Imidazoles (1963-2004)",13235
D048289,"Imidazoles (1963-2004)",13236
D048290,"Mitogen-Activated Protein Kinases (2000-2004)",13237
D048291,"Protein Kinases (1996-1999)",13238
D048292,"Protein Kinases (1997-1999)",13239
D048293,"Opossums (1966-2004)",13240
D048308,"Mitogen-Activated Protein Kinases (2000-2004)",13241
D048309,"Opossums (1969-2004)",13242
D048328,"Marsupialia (1967-1996)",13243
D048329,"Marsupialia (1967-2004)",13244
D048330,"Marsupialia (1965-2004)",13245
D048348,"Transcription, Genetic (1971-2004)",13246
D048368,"Marsupialia (1967-2004)",13247
D048369,"Protein-Tyrosine Kinase (1992-1999)",13248
D048370,"Protein-Tyrosine Kinase (2000-2004)",13249
D048371,"Protein-Tyrosine Kinase (2000-2004)",13250
D048372,"Streptomyces (1966-2004)",13251
D048373,"Treponema (1971-2004)",13252
D048388,"Fishes (1969-2004)",13253
D048389,"Fishes (1968-2004)",13254
D048408,"Chlorella (1971-2004)",13255
D048409,"Aeromonas (1966-2004)",13256
D048428,"Lampreys (1974-2004)",13257
D048429,"specific organ/cytology (1966-1992)",13258
D048430,"Cell Size (1992-2004)",13259
D048448,"Carbamates (1963-2004)",13260
D048468,"Sordariales (1999-2004)",13261
D048488,"Paramecium (1965-2004)",13262
D048489,"Paramecium (1965-2004)",13263
D048490,"Proto-Oncogene Proteins c-raf (1986-2004)",13264
D048491,"Proto-Oncogene Proteins c-raf (1989-2004)",13265
D048492,"Paragonimus (1965-2004)",13266
D048493,"Proto-Oncogene Proteins c-raf (1988-2004)",13267
D048494,"Ticks (1966-2001)",13268
D048508,"Ticks (1966-2001)",13269
D048528,"Papio (1972-2004)",13270
D048529,"Papio (1972-2004)",13271
D048530,"Papio (1972-2004)",13272
D048531,"Papio (1972-2004)",13273
D048548,"Papio (1972-2004)",13274
D048549,"Papio (1972-2004)",13275
D048550,"Liver Diseases (1965-2004)",13276
D048568,"Clostridium botulinum (1972-2004)",13277
D048588,"Oxazines (1963-2004)",13278
D048608,"Goats (1973-2004)",13279
D048628,"Macrolides (1997-2004)",13280
D048630,"Multienzyme Complexes (1989-2004)",13281
D048648,"Cell Nucleus (1965-2004)",13282
D048668,"Lactobacillus (1970-2004)",13283
D048669,"Ca(2+)-Calmodulin Dependent Protein Kinase (1996-2004)",13284
D048670,"Protein-Tyrosine Kinase (2000-2004)",13285
D048671,"Protein-Tyrosine Kinase (1995-1999)",13286
D048688,"Protein Kinases (1997-1999)",13287
D048728,"Protein-Serine-Threonine Kinases (1994-2004)",13288
D048729,"Salicylic Acids (1990-2004)",13289
D048730,"MAP Kinase Kinase Kinases (1999-2004)",13290
D048748,"Mitogen-Activated Protein Kinase Kinase Kinases (1997-2004)",13291
D048749,"Cell Division (1965-2004)",13292
D048750,"Mitosis (1965-2004)",13293
D048768,"Protein-Serine-Threonine Kinases (1997-1999)",13294
D048789,"Isoflavones (2004)",13295
D048790,"Cnidaria (1965-2002)",13296
D048809,"Hexosaminidases (1978-2004)",13297
D048828,"Hexosaminidases (1982-2004)",13298
D048848,"Protein-Serine-Threonine Kinases (1995-1999)",13299
D048868,"Carrier Proteins (1991-2004)",13300
D048888,"Beetles (1965-2004)",13301
D048889,"Coleoptera (1974-2004)",13302
D048908,"Vibrio (1975-2004)",13303
D048909,"Diabetes Mellitus/complications (1965-2004)",13304
D048929,"Cyanobacteria (1995-2004)",13305
D048948,"Tyrosine 3-Monooxygenase (2000-2004)",13306
D048949,"Pain (1965-2004)",13307
D048968,"Vomiting (1968-2004)",13308
D048988,"Laser Surgery (1987-2004)",13309
D049008,"Epithelium, Corneal/surgery (2001-2004)",13310
D049030,"Membrane Glycoproteins (1992-2004)",13311
D049031,"Membrane Proteins (1993-2004)",13312
D049033,"Fetal Membranes (1965-2004)",13313
D049049,"Pheromones (1971-2004)",13314
D049069,"Serine Endopeptidases (1989-2004)",13315
D049070,"Serine Endopeptidases (1989-2004)",13316
D049071,"Serine Endopeptidases (1988-2004)",13317
D049088,"Obesity (1974-2004)",13318
D049109,"Cell Division (1966-2004)",13319
D049128,"Glycoproteins (1977-2004)",13320
D049168,"Pregnancy (1966-2004)",13321
D049188,"Prenatal Exposure Delayed Effects (1977-2004)",13322
D049229,"Dendrites (1973-2004)",13323
D049230,"Receptors, Retinoic Acid (1993-2004)",13324
D049231,"Glycoproteins (1977-2004)",13325
D049268,"Tomography, Emission-Computed (1969-2004)",13326
D049269,"Telecommunications (1983-2004)",13327
D049288,"Muscular Dystrophies (1966-2004)",13328
D049289,"Proteins (1983-2004)",13329
D049290,"Gangliosidoses (2000-2004)",13330
D049293,"MEDLINE (2000-2004)",13331
D049294,"Membrane Proteins (1979-2004)",13332
D049308,"Oxygenases (1968-2004)",13333
D049309,"Skin Neoplasms (1965-2004)",13334
D049310,"Muscular Dystrophies (1966-2004)",13335
D049312,"Receptors, G-Protein-Coupled (2004)",13336
D049328,"Nevus, Pigmented (1969-2004)",13337
D049329,"Nanotechnology (2002-2004)",13338
D049349,"Receptors, G-Protein-Coupled (2004)",13339
D049368,"Receptors, G-Protein-Coupled (2004)",13340
D049388,"Polymers (1983-2004)",13341
D049408,"Luminescent Measurements (1964-2004)",13342
D049409,"Luciferases (1965-2004)",13343
D049410,"Luciferases (1966-2004)",13344
D049411,"Membrane Proteins (1991-2004)",13345
D049428,"Endothelium, Vascular (1970-2004)",13346
D049429,"Forensic Medicine (1966-2004)",13347
D049448,"Magnetic Resonance Imaging (1995-2004)",13348
D049449,"Luminescent Measurements (1964-2004)",13349
D049452,"Luminescent Proteins (1992-2004)",13350
D049453,"Luciferases (1967-2004)",13351
D049468,"Metaphase (1978-2004)",13352
D049469,"Prophase (1978-2004)",13353
D049488,"Carrier Proteins (2000-2004)",13354
D049528,"Insulin (1977-2004)",13355
D049590,"Puerperium (1965-2004)",13356
D049630,"Esophagogastric Junction (1966-2004)",13357
D049631,"Esophagus (1966-2004)",13358
D049648,"Indonesia (1976-2004)",13359
D049690,"History of Medicine, Ancient (1966-2004)",13360
D049770,"Genes, Fungal (1981-2005)",13361
D049790,"Protein Sorting Signals (1994-2005)",13362
D049811,"Anellovirus (2006-2015)",13363
D049830,"Mollusca (1965-2005)",13364
D049831,"Octopus (1972-2005)",13365
D049833,"Mollusca (1965-2005)",13366
D049834,"Squid (1972-2005)",13367
D049850,"Mollusca (1967-2005)",13368
D049851,"Mollusca (1965-2005)",13369
D049852,"Mollusca (1972-2005)",13370
D049853,"Mollusca (1972-2005)",13371
D049870,"Mollusca (1967-2005)",13372
D049871,"Mollusca (1965-2005)",13373
D049872,"Mollusca (1968-2005)",13374
D049874,"Mollusca (1966-2005)",13375
D049875,"Mollusca (1966-2005)",13376
D049876,"Mollusca (1971-2005)",13377
D049877,"Mollusca (1965-2005)",13378
D049878,"Mollusca (1966-2005)",13379
D049879,"Bivalvia (1973-2005)",13380
D049880,"Mollusca (1964-2005)",13381
D049881,"Mollusca (1966-2005)",13382
D049883,"Bivalvia (1979-2005)",13383
D049890,"Mollusca (1967-1970)",13384
D049891,"Mollusca (1965-1970)",13385
D049892,"Mollusca (1965-1999)",13386
D049893,"Mollusca (1984-2005)",13387
D049894,"Mollusca (1981-2005)",13388
D049895,"Oysters (1972-2005)",13389
D049896,"Oysters (1971-2005)",13390
